id,site,plot,tree,SPP,block,tratamcarina,treatment,wood,name,nome cientifico,status31,status45,status53,status60,dapeq31,dapeq45,dapeq53,dapeq60,g31m2,g45m2,g53m2,g60m2
5289,IGR,9,99,PPO,4,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,4.851,5.79,6.27,11.518,0.001848,0.002633,0.003088,0.01042
5290,IGR,9,100,PIM,4,1,NNW,INI,Pinha-da-mata,Annona neosericea,M,M,M,M,,,,,,,,
5291,IGR,9,101,PUT,4,1,NNW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,3.979,5.41,5.41,6.05,0.001243,0.002299,0.002299,0.002875
5292,IGR,9,102,SAP,4,1,NNW,MED,sapucaia,Lecythis pisonis,V,V,V,V,2.865,4.27,7.51,5.54,0.000645,0.001432,0.00443,0.002411
5293,IGR,9,103,ACG,4,1,NNW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,21.744,22.214,19.881,15.718,0.037135,0.038756,0.031044,0.019403
5294,IGR,9,104,JER,4,1,NNW,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,4.456,6.68,6.68,7.42,0.00156,0.003505,0.003505,0.004324
5295,IGR,9,105,TIM,4,1,NNW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,12.657,16.664,11.476,7.32,0.012581,0.02181,0.010344,0.004208
5296,IGR,9,106,ACJ,4,1,NNW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,4.456,4.07,4.07,3.98,0.00156,0.001301,0.001301,0.001244
5297,IGR,9,107,PAS,4,1,NNW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,3.719,6.39,6.574,6.87,0.001086,0.003207,0.003395,0.003707
5298,IGR,9,108,JUE,4,1,NNW,MED,juerana-vermelha,Parkia pendula,V,V,V,V,3.501,5.09,5.89,6.3,0.000963,0.002035,0.002725,0.003117
5299,IGR,9,109,JEB,4,1,NNW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,1.91,2.04,2.13,2.99,0.000286,0.000327,0.000356,0.000702
5300,IGR,9,110,ACT,4,1,NNW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,2.429,2.36,2.55,2.86,0.000464,0.000437,0.000511,0.000642
5301,IGR,9,111,BOL,4,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,9.231,12.73,13.88,14.74,0.006692,0.012728,0.015131,0.017064
5302,IGR,9,112,CFO,4,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,V,9.232,12.8,14.51,15.6,0.006694,0.012868,0.016536,0.019113
5303,IGR,9,113,FDG,4,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,V,14.342,11.46,12.73,13.69,0.016154,0.010315,0.012728,0.01472
5304,IGR,9,114,ING,4,1,NNW,INI,Inga,Inga laurina,V,V,V,V,4.646,4.07,4.33,4.2,0.001695,0.001301,0.001473,0.001385
5305,IGR,9,115,FID,4,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,M,7.162,7.19,7.13,,0.004029,0.00406,0.003993,
5306,IGR,9,116,CMI,4,1,NNW,INI,Caja-do-mato,Spondias venulosa,V,V,V,V,8.687,8.79,9.1,9.9,0.005927,0.006068,0.006504,0.007698
5307,IGR,9,117,IGM,4,1,NNW,INI,Inga-de-metro,Inga edulis,V,V,V,V,5.568,7.32,7.54,7.96,0.002435,0.004208,0.004465,0.004976
5308,IGR,9,118,PVI,4,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,V,1.943,2.187,2.218,4.732,0.000296,0.000376,0.000387,0.001759
5309,IGR,9,119,PPO,4,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,5.269,5.86,6.56,7.35,0.00218,0.002697,0.00338,0.004243
5310,IGR,9,120,PIM,4,1,NNW,INI,Pinha-da-mata,Annona neosericea,V,V,V,V,3.846,4.84,5.41,5.44,0.001162,0.00184,0.002299,0.002324
5311,IGR,9,121,MUL,4,1,NNW,COM,Murici,Byrsonima sericea,V,V,V,V,2.323,2.16,2.8,3.28,0.000424,0.000366,0.000616,0.000845
5312,IGR,9,122,PBR,4,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.135,1.91,2.01,2.23,0.000358,0.000287,0.000317,0.000391
5313,IGR,9,123,PTB,4,1,NNW,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.95,1.259,1.618,,0.000071,0.000124,0.000206
5314,IGR,9,124,IPR,4,1,NNW,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,5.093,6.75,6.88,6.84,0.002037,0.003578,0.003718,0.003675
5315,IGR,9,125,EBR,4,1,NNW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,14.006,17.83,18.59,18.62,0.015406,0.024969,0.027142,0.02723
5316,IGR,9,126,BAL,4,1,NNW,FIN,Balsamo,Myrocarpus frondosus,V,V,V,V,3.428,3.63,4.04,4.58,0.000923,0.001035,0.001282,0.001647
5317,IGR,9,127,BDB,4,1,NNW,COM,Baba-de-boi,Cordia superba,V,V,V,V,5.336,5.696,5.65,5.932,0.002236,0.002549,0.002507,0.002763
5318,IGR,9,128,JBA,4,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,6.496,5.86,6.37,7.1,0.003314,0.002697,0.003187,0.003959
5319,IGR,9,129,JAN,4,1,NNW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
5320,IGR,9,130,PBR,4,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,3.384,3.25,3.63,4.46,0.000899,0.00083,0.001035,0.001562
5321,IGR,20,1,JBA,5,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,3.361,3.37,3.31,4.14,0.000887,0.000892,0.00086,0.001346
5322,IGR,20,2,JAN,5,1,NNW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
5323,IGR,20,3,PBR,5,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.546,3.44,3.85,4.46,0.000509,0.000929,0.001164,0.001562
5324,IGR,20,4,BDB,5,1,NNW,COM,Baba-de-boi,Cordia superba,V,V,V,V,10.563,9.42,9.17,9.39,0.008763,0.006969,0.006604,0.006925
5325,IGR,20,5,PAM,5,1,NNW,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,5.516,4.39,4.39,5.16,0.002389,0.001514,0.001514,0.002091
5326,IGR,20,6,EBR,5,1,NNW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,11.618,12.99,13.31,13.53,0.010602,0.013253,0.013914,0.014378
5327,IGR,20,7,JTB,5,1,NNW,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,1.592,3.06,3.76,4.52,0.000199,0.000735,0.00111,0.001605
5328,IGR,20,8,PTB,5,1,NNW,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.726,0.857,1.024,,0.000041,0.000058,0.000082
5329,IGR,20,9,JBA,5,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,7.997,7.808,7.807,8.733,0.005023,0.004788,0.004787,0.00599
5330,IGR,20,10,MUL,5,1,NNW,COM,Murici,Byrsonima sericea,V,V,V,V,,1.435,1.544,2.357,,0.000162,0.000187,0.000436
5331,IGR,20,11,BOL,5,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,14.529,16.04,17.44,18.53,0.016578,0.020207,0.023888,0.026968
5332,IGR,20,12,CFO,5,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,V,10.824,11.4,12.73,13.37,0.009201,0.010207,0.012728,0.01404
5333,IGR,20,13,FDG,5,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,V,5.749,11.569,13.475,13.54,0.002596,0.010513,0.014261,0.014398
5334,IGR,20,14,ING,5,1,NNW,INI,Inga,Inga laurina,V,V,V,V,24.889,6.17,5.974,5.953,0.048654,0.00299,0.002803,0.002783
5335,IGR,20,15,FID,5,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,V,5.125,5.856,4.27,5.47,0.002063,0.002694,0.001432,0.00235
5336,IGR,20,16,CMI,5,1,NNW,INI,Caja-do-mato,Spondias venulosa,V,V,V,V,15.821,16.23,16.3,11.2,0.019658,0.020688,0.020867,0.009852
5337,IGR,20,17,IGM,5,1,NNW,INI,Inga-de-metro,Inga edulis,V,V,V,V,8.897,12.54,14.2,14.71,0.006217,0.012351,0.015837,0.016995
5338,IGR,20,18,PVI,5,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,M,5.076,3.57,3.57,,0.002023,0.001001,0.001001,
5339,IGR,20,19,PPO,5,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,4.934,5.98,6.02,4.65,0.001912,0.002809,0.002846,0.001698
5340,IGR,20,20,PIM,5,1,NNW,INI,Pinha-da-mata,Annona neosericea,V,V,V,V,3.773,4.58,4.97,5.09,0.001118,0.001647,0.00194,0.002035
5341,IGR,20,21,PUT,5,1,NNW,MED,Putumuju,Centrolobium microchaete,M,M,M,M,,,,,,,,
5342,IGR,20,22,SAP,5,1,NNW,MED,sapucaia,Lecythis pisonis,V,V,V,V,2.96,3.685,4.112,5.03,0.000688,0.001066,0.001328,0.001987
5343,IGR,20,23,ACG,5,1,NNW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,19.565,16.74,18.84,20.05,0.030064,0.022009,0.027877,0.031573
5344,IGR,20,24,JER,5,1,NNW,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,2.486,3.57,4.39,5.41,0.000485,0.001001,0.001514,0.002299
5345,IGR,20,25,TIM,5,1,NNW,MED,Tamboril,Enterolobium contortisiliquum,V,M,M,M,17.137,,,,0.023066,,,
5346,IGR,20,26,ACJ,5,1,NNW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,3.979,3.95,3.82,4.14,0.001243,0.001225,0.001146,0.001346
5347,IGR,20,27,PAS,5,1,NNW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,2.904,2.946,3.042,3.259,0.000662,0.000682,0.000727,0.000834
5348,IGR,20,28,JUE,5,1,NNW,MED,juerana-vermelha,Parkia pendula,V,V,V,V,4.456,6.43,6.37,6.84,0.00156,0.003247,0.003187,0.003675
5349,IGR,20,29,JEB,5,1,NNW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,1.91,2.74,2.67,3.21,0.000286,0.00059,0.00056,0.000809
5350,IGR,20,30,ACT,5,1,NNW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,3.501,1.477,1.884,3.003,0.000963,0.000171,0.000279,0.000708
5351,IGR,20,31,BOL,5,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,12.623,12.16,12.03,12.16,0.012514,0.011613,0.011366,0.011613
5352,IGR,20,32,CFO,5,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,V,12.004,16.81,17.38,17.19,0.011318,0.022193,0.023724,0.023208
5353,IGR,20,33,FDG,5,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,V,7.666,10.57,17.76,11.46,0.004615,0.008775,0.024773,0.010315
5354,IGR,20,34,ING,5,1,NNW,INI,Inga,Inga laurina,V,V,V,V,5.293,5.92,6.75,7,0.0022,0.002753,0.003578,0.003848
5355,IGR,20,35,FID,5,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,M,7.321,7.29,7.26,,0.00421,0.004174,0.00414,
5356,IGR,20,36,CMI,5,1,NNW,INI,Caja-do-mato,Spondias venulosa,M,M,M,M,,,,,,,,
5357,IGR,20,37,IGM,5,1,NNW,INI,Inga-de-metro,Inga edulis,V,V,V,V,18.114,20.174,21.561,23.044,0.025771,0.031965,0.03651,0.041707
5358,IGR,20,38,PVI,5,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,M,4.138,4.2,4.2,,0.001345,0.001385,0.001385,
5359,IGR,20,39,PPO,5,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,8.754,10.762,11.055,12.188,0.006018,0.009097,0.009598,0.011667
5360,IGR,20,40,PIM,5,1,NNW,INI,Pinha-da-mata,Annona neosericea,V,V,V,V,3.716,4.709,5.237,5.519,0.001084,0.001741,0.002154,0.002392
5361,IGR,20,41,MUL,5,1,NNW,COM,Murici,Byrsonima sericea,V,V,V,V,5.3,8.603,9.69,10.712,0.002206,0.005812,0.007375,0.009013
5362,IGR,20,42,PBR,5,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,3.918,3.37,3.69,4.14,0.001206,0.000892,0.001069,0.001346
5363,IGR,20,43,PTB,5,1,NNW,COM,Pitomba,Talisia coriacea,V,V,V,V,,,,,,,,
5364,IGR,20,44,IPR,5,1,NNW,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,5.411,7.42,7.51,7.16,0.0023,0.004324,0.00443,0.004026
5365,IGR,20,45,EBR,5,1,NNW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,16.711,22.73,24.19,24.51,0.021934,0.040578,0.045958,0.047182
5366,IGR,20,46,BAL,5,1,NNW,FIN,Balsamo,Myrocarpus frondosus,V,V,V,V,,,,,,,,
5367,IGR,20,47,BDB,5,1,NNW,COM,Baba-de-boi,Cordia superba,V,V,V,V,11.147,15.262,15.227,30.187,0.009758,0.018294,0.018209,0.071571
5368,IGR,20,48,JBA,5,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.546,3.95,3.63,5.16,0.000509,0.001225,0.001035,0.002091
5369,IGR,20,49,JAN,5,1,NNW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
5370,IGR,20,50,PBR,5,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,M,M,M,M,,,,,,,,
5371,IGR,20,51,BOL,5,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,12.528,15.98,16.3,17.57,0.012327,0.020056,0.020867,0.024246
5372,IGR,20,52,CFO,5,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,V,9.397,13.297,14.878,13.37,0.006935,0.013886,0.017384,0.01404
5373,IGR,20,53,FDG,5,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,V,17.919,13.605,14.506,16.548,0.025218,0.014538,0.016526,0.021508
5374,IGR,20,54,ING,5,1,NNW,INI,Inga,Inga laurina,V,V,V,V,2.117,3.293,3.706,4.186,0.000352,0.000852,0.001079,0.001376
5375,IGR,20,55,FID,5,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,V,5.73,5.79,5.86,5.83,0.002578,0.002633,0.002697,0.002669
5376,IGR,20,56,CMI,5,1,NNW,INI,Caja-do-mato,Spondias venulosa,V,V,V,V,13.41,12.931,12.846,19.746,0.014123,0.013132,0.012961,0.030624
5377,IGR,20,57,IGM,5,1,NNW,INI,Inga-de-metro,Inga edulis,V,V,V,V,5.57,4.46,4.468,4.735,0.002437,0.001562,0.001568,0.001761
5378,IGR,20,58,PVI,5,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,V,6.685,6.68,6.81,0.67,0.003509,0.003505,0.003642,0.000035
5379,IGR,20,59,PPO,5,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,8.6,8.21,8.47,12.57,0.005809,0.005294,0.005635,0.01241
5380,IGR,20,60,PIM,5,1,NNW,INI,Pinha-da-mata,Annona neosericea,V,V,V,V,5.033,5.591,5.971,6.153,0.001989,0.002455,0.002801,0.002973
5381,IGR,20,61,PUT,5,1,NNW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,6.685,6.75,6.72,6.94,0.003509,0.003578,0.003547,0.003783
5382,IGR,20,62,SAP,5,1,NNW,MED,sapucaia,Lecythis pisonis,V,V,V,V,3.988,4.46,4.65,5.03,0.001249,0.001562,0.001698,0.001987
5383,IGR,20,63,ACG,5,1,NNW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,17.787,16.343,17.732,17.42,0.024848,0.020976,0.024696,0.023835
5384,IGR,20,64,JER,5,1,NNW,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,2.228,4.65,5.92,7.16,0.00039,0.001698,0.002753,0.004026
5385,IGR,20,65,TIM,5,1,NNW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,29.747,34.41,38.728,35.192,0.069499,0.092995,0.117801,0.097269
5386,IGR,20,66,ACJ,5,1,NNW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,4.775,4.9,4.9,5.09,0.00179,0.001886,0.001886,0.002035
5387,IGR,20,67,PAS,5,1,NNW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,3.331,3.521,3.53,4.17,0.000871,0.000973,0.000979,0.001366
5388,IGR,20,68,JUE,5,1,NNW,MED,juerana-vermelha,Parkia pendula,V,V,V,V,4.456,6.37,7.26,7.99,0.00156,0.003187,0.00414,0.005014
5389,IGR,20,69,JEB,5,1,NNW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,1.592,2.04,2.23,2.23,0.000199,0.000327,0.000391,0.000391
5390,IGR,20,70,ACT,5,1,NNW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,2.706,3.25,3.57,9.759,0.000575,0.00083,0.001001,0.007479
5391,IGR,20,71,BOL,5,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,14.972,15.09,17.38,19.1,0.017605,0.017884,0.023724,0.028652
5392,IGR,20,72,CFO,5,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,M,9.647,10.95,10.89,,0.007309,0.009417,0.009314,
5393,IGR,20,73,FDG,5,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,M,13.457,15.59,16.394,,0.014222,0.01909,0.021107,
5394,IGR,20,74,ING,5,1,NNW,INI,Inga,Inga laurina,V,V,V,V,4.297,5.67,6.43,7.26,0.00145,0.002525,0.003247,0.00414
5395,IGR,20,75,FID,5,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,V,7.162,7.38,7.26,,0.004029,0.004278,0.00414,
5396,IGR,20,76,CMI,5,1,NNW,INI,Caja-do-mato,Spondias venulosa,V,V,V,V,7.48,10.25,16.17,10.89,0.004395,0.008252,0.020536,0.009314
5397,IGR,20,77,IGM,5,1,NNW,INI,Inga-de-metro,Inga edulis,V,V,V,V,,1.268,1.394,1.551,,0.000126,0.000153,0.000189
5398,IGR,20,78,PVI,5,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,V,5.942,5.73,5.67,5.98,0.002773,0.002579,0.002525,0.002809
5399,IGR,20,79,PPO,5,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,5.093,6.11,7.07,8.28,0.002037,0.002932,0.003926,0.005385
5400,IGR,20,80,PIM,5,1,NNW,INI,Pinha-da-mata,Annona neosericea,V,V,V,V,4.841,6.37,7.07,7.42,0.00184,0.003187,0.003926,0.004324
5401,IGR,20,81,JBA,5,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,5.631,5.79,5.44,6.4,0.002491,0.002633,0.002324,0.003217
5402,IGR,20,82,JAN,5,1,NNW,COM,Janauba,Plumeria sucuuba,V,V,V,V,2.205,2.704,2.788,2.48,0.000382,0.000574,0.00061,0.000483
5403,IGR,20,83,PBR,5,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.165,2.86,3.25,4.07,0.000368,0.000642,0.00083,0.001301
5404,IGR,20,84,BDB,5,1,NNW,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,M,9.935,12.16,11.94,,0.007753,0.011613,0.011197,
5405,IGR,20,85,PAM,5,1,NNW,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,6.199,9.93,7.07,8.28,0.003018,0.007744,0.003926,0.005385
5406,IGR,20,86,EBR,5,1,NNW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,14.961,20.88,22.09,22.54,0.017579,0.034241,0.038325,0.039902
5407,IGR,20,87,JTB,5,1,NNW,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,2.591,3.5,4.01,4.46,0.000527,0.000962,0.001263,0.001562
5408,IGR,20,88,PTB,5,1,NNW,COM,Pitomba,Talisia coriacea,V,V,V,V,,1.429,1.48,2.08,,0.00016,0.000172,0.00034
5409,IGR,20,89,JBA,5,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,8.738,7.58,7.73,8.21,0.005996,0.004513,0.004693,0.005294
5410,IGR,20,90,MUL,5,1,NNW,COM,Murici,Byrsonima sericea,V,V,V,V,3.057,3.342,4.107,5.096,0.000734,0.000877,0.001325,0.00204
5411,IGR,20,91,BOL,5,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,12.381,14.07,15.66,16.55,0.01204,0.015548,0.019261,0.021512
5412,IGR,20,92,CFO,5,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,V,10.616,12.021,12.8,13.133,0.008851,0.01135,0.012869,0.013546
5413,IGR,20,93,FDG,5,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,V,12.117,11.78,7.83,13.31,0.011531,0.010899,0.004815,0.013914
5414,IGR,20,94,ING,5,1,NNW,INI,Inga,Inga laurina,V,V,V,V,3.428,5.064,5.558,6.581,0.000923,0.002014,0.002427,0.003402
5415,IGR,20,95,FID,5,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,V,8.153,7.935,7.906,8.831,0.00522,0.004945,0.00491,0.006125
5416,IGR,20,96,CMI,5,1,NNW,INI,Caja-do-mato,Spondias venulosa,V,V,V,V,8.976,7.927,7.816,8.873,0.006328,0.004935,0.004798,0.006184
5417,IGR,20,97,IGM,5,1,NNW,INI,Inga-de-metro,Inga edulis,V,V,V,V,,0.38,0.8,1.37,,0.000011,0.00005,0.000147
5418,IGR,20,98,PVI,5,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,V,4.285,4.27,4.27,4.55,0.001442,0.001432,0.001432,0.001626
5419,IGR,20,99,PPO,5,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,3.82,4.84,5.6,6.84,0.001146,0.00184,0.002463,0.003675
5420,IGR,20,100,PIM,5,1,NNW,INI,Pinha-da-mata,Annona neosericea,M,M,M,M,,,,,,,,
5421,IGR,20,101,PUT,5,1,NNW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,11.618,13.81,13.88,14.2,0.010602,0.014979,0.015131,0.015837
5422,IGR,20,102,SAP,5,1,NNW,MED,sapucaia,Lecythis pisonis,V,V,V,V,5.204,5.73,5.98,7.16,0.002127,0.002579,0.002809,0.004026
5423,IGR,20,103,ACG,5,1,NNW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,20.691,17.647,18.298,18.415,0.033623,0.024459,0.026298,0.026635
5424,IGR,20,104,JER,5,1,NNW,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,2.706,4.97,6.18,7.32,0.000575,0.00194,0.003,0.004208
5425,IGR,20,105,TIM,5,1,NNW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,29.534,31.897,32.004,32.884,0.068508,0.079907,0.080443,0.084932
5426,IGR,20,106,ACJ,5,1,NNW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,5.411,5.35,5.22,5.41,0.0023,0.002248,0.00214,0.002299
5427,IGR,20,107,PAS,5,1,NNW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,2.738,3.12,3.31,3.95,0.000589,0.000765,0.00086,0.001225
5428,IGR,20,108,JUE,5,1,NNW,MED,juerana-vermelha,Parkia pendula,M,M,M,M,,,,,,,,
5429,IGR,20,109,JEB,5,1,NNW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,3.02,3.63,3.82,4.46,0.000716,0.001035,0.001146,0.001562
5430,IGR,20,110,ACT,5,1,NNW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,5.516,5.09,1.763,6.119,0.002389,0.002035,0.000244,0.002941
5431,IGR,20,111,BOL,5,1,NNW,INI,Boleira,Joannesia princeps,V,V,V,V,13.327,13.24,14.01,14.64,0.01395,0.013768,0.015416,0.016833
5432,IGR,20,112,CFO,5,1,NNW,INI,cinco-folhas,Sparattosperma leucanthum,V,V,V,V,8.962,8.91,9.74,10.5,0.006309,0.006235,0.007451,0.008659
5433,IGR,20,113,FDG,5,1,NNW,INI,fedegoso,Senna macranthera,V,V,V,V,19.001,23.665,25.316,26.524,0.028355,0.043984,0.050335,0.055254
5434,IGR,20,114,ING,5,1,NNW,INI,Inga,Inga laurina,V,V,V,V,2.851,3.434,3.919,4.719,0.000639,0.000926,0.001206,0.001749
5435,IGR,20,115,FID,5,1,NNW,INI,Mululo,Aegiphila sellowiana,V,V,V,V,8.258,7.32,7.32,7.395,0.005356,0.004208,0.004208,0.004295
5436,IGR,20,116,CMI,5,1,NNW,INI,Caja-do-mato,Spondias venulosa,V,V,V,V,8.435,10.12,10.12,12.57,0.005588,0.008044,0.008044,0.01241
5437,IGR,20,117,IGM,5,1,NNW,INI,Inga-de-metro,Inga edulis,M,M,M,M,,,,,,,,
5438,IGR,20,118,PVI,5,1,NNW,INI,Pau-viola,Citharexylum myrianthum,V,V,V,V,2.834,2.885,2.677,2.967,0.000631,0.000654,0.000563,0.000692
5439,IGR,20,119,PPO,5,1,NNW,INI,Peito-de-pombo,Tapirira guianensis,V,V,V,V,6.844,7.7,8.72,10.22,0.003678,0.004657,0.005972,0.008203
5440,IGR,20,120,PIM,5,1,NNW,INI,Pinha-da-mata,Annona neosericea,V,V,V,V,4.285,5.47,5.79,6.72,0.001442,0.00235,0.002633,0.003547
5441,IGR,20,121,MUL,5,1,NNW,COM,Murici,Byrsonima sericea,V,V,V,V,5.891,7.218,8.59,7.38,0.002726,0.004092,0.005795,0.004278
5442,IGR,20,122,PBR,5,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,3.953,5.528,5.86,6.31,0.001227,0.0024,0.002697,0.003127
5443,IGR,20,123,PTB,5,1,NNW,COM,Pitomba,Talisia coriacea,V,V,V,V,0.637,1.21,1.4,3.615,0.000032,0.000115,0.000154,0.001027
5444,IGR,20,124,IPR,5,1,NNW,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,7.003,7.58,7.45,8.94,0.003852,0.004513,0.004359,0.006277
5445,IGR,20,125,EBR,5,1,NNW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,9.39,10.44,10.82,12.51,0.006925,0.00856,0.009195,0.012291
5446,IGR,20,126,BAL,5,1,NNW,FIN,Balsamo,Myrocarpus frondosus,V,V,V,V,,0.497,0.64,1.21,,0.000019,0.000032,0.000115
5447,IGR,20,127,BDB,5,1,NNW,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,V,8.471,10.184,7.936,9.518,0.005636,0.008145,0.004946,0.007115
5448,IGR,20,128,JBA,5,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,4.854,3.37,3.63,4.14,0.00185,0.000892,0.001035,0.001346
5449,IGR,20,129,JAN,5,1,NNW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
5450,IGR,20,130,PBR,5,1,NNW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.592,1.97,2.48,3.44,0.000199,0.000305,0.000483,0.000929
5451,IGR,30,1,JBA,6,1,NNW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.546,3.95,5,5.98,0.000509,0.001225,0.001963,0.002809
