id,site,plot,tree,SPP,block,tratamcarina,treatment,wood,name,nome cientifico,status31,status45,status53,status60,dapeq31,dapeq45,dapeq53,dapeq60,g31m2,g45m2,g53m2,g60m2
6082,IGR,7,112,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,16.87,19.67,,,0.022353,0.030388,,
6083,IGR,7,113,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,15.756,17.67,,,0.019498,0.024522,,
6084,IGR,7,114,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.189,19.64,,,0.023205,0.030295,,
6085,IGR,7,115,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.144,21.84,,,0.025855,0.037462,,
6086,IGR,7,116,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,8.435,11.84,,,0.005588,0.01101,,
6087,IGR,7,117,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.051,14.23,,,0.013377,0.015904,,
6088,IGR,7,118,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.732,14.58,,,0.012732,0.016696,,
6089,IGR,7,119,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.732,12.1,,,0.012732,0.011499,,
6090,IGR,7,120,EUC,4,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,11.141,12.1,,,0.009748,0.011499,,
6091,IGR,7,121,JBA,4,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,1.501,1.27,1.59,1.85,0.000177,0.000127,0.000199,0.000269
6092,IGR,7,122,PBR,4,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.592,1.62,,,0.000199,0.000206,,
6093,IGR,7,123,PTB,4,2,NEC,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.89,0.86,0.95,,0.000062,0.000058,0.000071
6094,IGR,7,124,IPR,4,2,NEC,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,4.138,5.28,5.16,5.57,0.001345,0.00219,0.002091,0.002437
6095,IGR,7,125,EBR,4,2,NEC,COM,Embauba-branca,Cecropia hololeuca,V,V,V,M,12.096,14.32,14.39,,0.011491,0.016106,0.016263,
6096,IGR,7,126,BAL,4,2,NEC,FIN,Balsamo,Myrocarpus frondosus,V,V,V,V,,0.926,,0.57,,0.000067,,0.000026
6097,IGR,7,127,BDB,4,2,NEC,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,V,7.805,7.727,8.436,8.59,0.004785,0.004689,0.00559,0.005795
6098,IGR,7,128,JBA,4,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,0.955,2.058,2.74,3.5,0.000072,0.000333,0.00059,0.000962
6099,IGR,7,129,JAN,4,2,NEC,COM,Janauba,Plumeria sucuuba,V,V,V,V,3.183,3.69,4.33,5,0.000796,0.001069,0.001473,0.001963
6100,IGR,7,130,PBR,4,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.228,2.61,3.31,3.88,0.00039,0.000535,0.00086,0.001182
6101,IGR,16,1,JBA,5,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.52,3.31,3.727,4.39,0.000499,0.00086,0.001091,0.001514
6102,IGR,16,2,JAN,5,2,NEC,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
6103,IGR,16,3,PBR,5,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.419,3.09,3.18,3.72,0.00046,0.00075,0.000794,0.001087
6104,IGR,16,4,BDB,5,2,NEC,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,V,5.856,7.781,7.671,8.071,0.002694,0.004755,0.004622,0.005116
6105,IGR,16,5,PAM,5,2,NEC,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,5.22,6.49,7.64,8.53,0.00214,0.003308,0.004584,0.005715
6106,IGR,16,6,EBR,5,2,NEC,COM,Embauba-branca,Cecropia hololeuca,V,M,M,M,9.231,,,,0.006692,,,
6107,IGR,16,7,JTB,5,2,NEC,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,2.295,3.25,3.5,3.341,0.000414,0.00083,0.000962,0.000877
6108,IGR,16,8,PTB,5,2,NEC,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.76,1.02,1.24,,0.000045,0.000082,0.000121
6109,IGR,16,9,JBA,5,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,,0.83,1.21,1.66,,0.000054,0.000115,0.000216
6110,IGR,16,10,MUL,5,2,NEC,COM,Murici,Byrsonima sericea,V,V,V,V,1.508,2.028,2.989,4.555,0.000179,0.000323,0.000702,0.001629
6111,IGR,16,11,ACT,5,2,NEC,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,1.974,3.25,4.46,4.9,0.000306,0.00083,0.001562,0.001886
6112,IGR,16,12,JEB,5,2,NEC,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,1.814,3.12,3.5,4.58,0.000259,0.000765,0.000962,0.001647
6113,IGR,16,13,JUE,5,2,NEC,MED,juerana-vermelha,Parkia pendula,V,V,V,V,5.093,7.07,7.96,8.59,0.002037,0.003926,0.004976,0.005795
6114,IGR,16,14,PAS,5,2,NEC,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,3.421,4.819,5.421,6.316,0.000919,0.001824,0.002308,0.003133
6115,IGR,16,15,ACJ,5,2,NEC,MED,angico-canjiquinha,Peltophorum dubium,V,M,M,M,4.456,,,,0.00156,,,
6116,IGR,16,16,TIM,5,2,NEC,MED,Tamboril,Enterolobium contortisiliquum,V,M,M,M,0.796,,,,0.00005,,,
6117,IGR,16,17,JER,5,2,NEC,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,3.024,5.86,6.84,7.99,0.000718,0.002697,0.003675,0.005014
6118,IGR,16,18,ACG,5,2,NEC,MED,angico-cangalha,Mimosa artemisiana,V,M,M,M,,,,,,,,
6119,IGR,16,19,SAP,5,2,NEC,MED,sapucaia,Lecythis pisonis,V,V,V,V,1.994,3.34,3.5,3.85,0.000312,0.000876,0.000962,0.001164
6120,IGR,16,20,PUT,5,2,NEC,MED,Putumuju,Centrolobium microchaete,V,V,V,V,5.411,6.43,7,7.99,0.0023,0.003247,0.003848,0.005014
6121,IGR,16,21,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,9.135,10.63,,,0.006555,0.008875,,
6122,IGR,16,22,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,15.725,16.17,,,0.01942,0.020536,,
6123,IGR,16,23,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.228,15.15,,,0.0159,0.018027,,
6124,IGR,16,24,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.096,14.48,,,0.011491,0.016467,,
6125,IGR,16,25,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.515,17.63,,,0.016547,0.024412,,
6126,IGR,16,26,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,19.067,23.81,,,0.028552,0.044525,,
6127,IGR,16,27,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.985,22.6,,,0.025403,0.040115,,
6128,IGR,16,28,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.369,16.33,,,0.014037,0.020944,,
6129,IGR,16,29,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,15.438,15.92,,,0.018719,0.019906,,
6130,IGR,16,30,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.642,16.07,,,0.016839,0.020283,,
6131,IGR,16,31,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.144,22.09,,,0.025855,0.038325,,
6132,IGR,16,32,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,7.48,19.23,,,0.004395,0.029043,,
6133,IGR,16,33,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,16.87,19.26,,,0.022353,0.029134,,
6134,IGR,16,34,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.316,19.42,,,0.02355,0.02962,,
6135,IGR,16,35,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.144,21.33,,,0.025855,0.035733,,
6136,IGR,16,36,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.388,14.77,,,0.016258,0.017134,,
6137,IGR,16,37,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.483,14.9,,,0.016475,0.017437,,
6138,IGR,16,38,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.987,14.42,,,0.013247,0.016331,,
6139,IGR,16,39,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.274,14.32,,,0.013838,0.016106,,
6140,IGR,16,40,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.687,13.5,,,0.014714,0.014314,,
6141,IGR,16,41,MUL,5,2,NEC,COM,Murici,Byrsonima sericea,V,V,V,V,2.928,4.2,5.41,6.21,0.000674,0.001385,0.002299,0.003029
6142,IGR,16,42,PBR,5,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,3.088,3.95,3.82,4.58,0.000749,0.001225,0.001146,0.001647
6143,IGR,16,43,PTB,5,2,NEC,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.636,0.52,0.842,,0.000032,0.000021,0.000056
6144,IGR,16,44,IPR,5,2,NEC,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,4.552,6.242,6.306,6.56,0.001627,0.00306,0.003124,0.00338
6145,IGR,16,45,EBR,5,2,NEC,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,8.658,8.85,8.91,9.14,0.005887,0.006151,0.006235,0.006561
6146,IGR,16,46,BAL,5,2,NEC,FIN,Balsamo,Myrocarpus frondosus,V,V,V,V,,,,0.32,,,,0.000008
6147,IGR,16,47,BDB,5,2,NEC,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,V,6.753,8.223,7.23,7,0.003582,0.005311,0.004106,0.003848
6148,IGR,16,48,JBA,5,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,,2.23,2.86,3.66,,0.000391,0.000642,0.001052
6149,IGR,16,49,JAN,5,2,NEC,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
6150,IGR,16,50,PBR,5,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.371,2.04,2.55,2.99,0.000442,0.000327,0.000511,0.000702
6151,IGR,16,51,ACT,5,2,NEC,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,2.094,3.02,4.39,5.44,0.000344,0.000716,0.001514,0.002324
6152,IGR,16,52,JEB,5,2,NEC,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,1.114,2.23,2.58,3.5,0.000097,0.000391,0.000523,0.000962
6153,IGR,16,53,JUE,5,2,NEC,MED,juerana-vermelha,Parkia pendula,V,V,V,V,3.342,5.25,5.83,7,0.000877,0.002165,0.002669,0.003848
6154,IGR,16,54,PAS,5,2,NEC,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,2.165,4.497,4.264,5.41,0.000368,0.001588,0.001428,0.002299
6155,IGR,16,55,ACJ,5,2,NEC,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,4.456,4.33,4.14,4.46,0.00156,0.001473,0.001346,0.001562
6156,IGR,16,56,TIM,5,2,NEC,MED,Tamboril,Enterolobium contortisiliquum,V,M,M,M,0.796,,,,0.00005,,,
6157,IGR,16,57,JER,5,2,NEC,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,3.979,5.6,7,7.99,0.001243,0.002463,0.003848,0.005014
6158,IGR,16,58,ACG,5,2,NEC,MED,angico-cangalha,Mimosa artemisiana,V,M,M,M,,,,,,,,
6159,IGR,16,59,SAP,5,2,NEC,MED,sapucaia,Lecythis pisonis,V,V,V,V,2.429,3.69,4.557,5.41,0.000464,0.001069,0.001631,0.002299
6160,IGR,16,60,PUT,5,2,NEC,MED,Putumuju,Centrolobium microchaete,V,V,V,V,4.043,5.35,5.67,5.83,0.001284,0.002248,0.002525,0.002669
6161,IGR,16,61,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.687,13.97,,,0.014714,0.015328,,
6162,IGR,16,62,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.953,22.15,,,0.025313,0.038533,,
6163,IGR,16,63,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.985,17.63,,,0.025403,0.024412,,
6164,IGR,16,64,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.908,16.17,,,0.028078,0.020536,,
6165,IGR,16,65,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.35,12.41,,,0.01198,0.012096,,
6166,IGR,16,66,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.048,22.19,,,0.025583,0.038673,,
6167,IGR,16,67,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.38,20.47,,,0.023723,0.03291,,
6168,IGR,16,68,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.292,10.98,,,0.016043,0.009469,,
6169,IGR,16,69,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,10.504,11.4,,,0.008666,0.010207,,
6170,IGR,16,70,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.603,22.47,,,0.024336,0.039655,,
6171,IGR,16,71,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,16.17,18.46,,,0.020536,0.026764,,
6172,IGR,16,72,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,16.584,19.1,,,0.021601,0.028652,,
6173,IGR,16,73,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.048,20.72,,,0.025583,0.033719,,
6174,IGR,16,74,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.048,16.84,,,0.025583,0.022273,,
6175,IGR,16,75,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.274,22.41,,,0.023437,0.039443,,
6176,IGR,16,76,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.846,13.94,,,0.015058,0.015262,,
6177,IGR,16,77,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.287,13.37,,,0.011857,0.01404,,
6178,IGR,16,78,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.051,13.91,,,0.013377,0.015197,,
6179,IGR,16,79,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,M,M,M,M,,,,,,,,
6180,IGR,16,80,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.738,15.02,,,0.017059,0.017719,,
6181,IGR,16,81,JBA,5,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,4.568,4.502,4.77,6.38,0.001639,0.001592,0.001787,0.003197
6182,IGR,16,82,JAN,5,2,NEC,COM,Janauba,Plumeria sucuuba,V,V,V,V,0.987,0.92,,,0.000076,0.000066,,
6183,IGR,16,83,PBR,5,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.005,2.45,2.55,2.721,0.000316,0.000471,0.000511,0.000582
6184,IGR,16,84,BDB,5,2,NEC,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,V,6.365,7.19,7.64,8.15,0.003182,0.00406,0.004584,0.005217
6185,IGR,16,85,PAM,5,2,NEC,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,2.865,3.95,4.46,5.03,0.000645,0.001225,0.001562,0.001987
6186,IGR,16,86,EBR,5,2,NEC,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,13.178,16.55,18.46,18.91,0.013639,0.021512,0.026764,0.028085
6187,IGR,16,87,JTB,5,2,NEC,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,,,,,,,,
6188,IGR,16,88,PTB,5,2,NEC,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.89,1.21,1.69,,0.000062,0.000115,0.000224
6189,IGR,16,89,JBA,5,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.181,1.776,2.018,2.224,0.000373,0.000248,0.00032,0.000388
6190,IGR,16,90,MUL,5,2,NEC,COM,Murici,Byrsonima sericea,V,V,V,V,1.114,2.32,3.388,4.619,0.000097,0.000423,0.000901,0.001676
6191,IGR,16,91,ACT,5,2,NEC,MED,angico-curtidor,Anadenanthera peregrina,V,M,M,M,1.273,,,,0.000127,,,
6192,IGR,16,92,JEB,5,2,NEC,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,4.297,5.51,6.37,8.02,0.00145,0.002384,0.003187,0.005052
6193,IGR,16,93,JUE,5,2,NEC,MED,juerana-vermelha,Parkia pendula,V,V,M,M,2.324,3.31,,,0.000424,0.00086,,
6194,IGR,16,94,PAS,5,2,NEC,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,5.252,6.519,7.672,8.125,0.002166,0.003338,0.004623,0.005184
6195,IGR,16,95,ACJ,5,2,NEC,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,3.883,3.79,3.76,3.85,0.001184,0.001128,0.00111,0.001164
6196,IGR,16,96,ACJ,5,2,NEC,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,M,4.775,4.62,4.46,,0.00179,0.001676,0.001562,
6197,IGR,16,97,JER,5,2,NEC,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,2.516,5.86,7.26,8.34,0.000497,0.002697,0.00414,0.005463
6198,IGR,16,98,ACG,5,2,NEC,MED,angico-cangalha,Mimosa artemisiana,V,V,V,M,6.47,5.54,5.51,,0.003288,0.002411,0.002384,
6199,IGR,16,99,SAP,5,2,NEC,MED,sapucaia,Lecythis pisonis,V,V,V,V,5.348,3.88,4.77,5.44,0.002246,0.001182,0.001787,0.002324
6200,IGR,16,100,PUT,5,2,NEC,MED,Putumuju,Centrolobium microchaete,V,V,V,V,3.31,4.3,5.73,6.68,0.000861,0.001452,0.002579,0.003505
6201,IGR,16,101,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.369,13.88,,,0.014037,0.015131,,
6202,IGR,16,102,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.324,14.64,,,0.016114,0.016833,,
6203,IGR,16,103,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.133,18.4,,,0.015688,0.02659,,
6204,IGR,16,104,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,15.709,16.033,,,0.019382,0.02019,,
6205,IGR,16,105,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.764,13.37,,,0.012796,0.01404,,
6206,IGR,16,106,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.794,21.9,,,0.024866,0.037668,,
6207,IGR,16,107,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.794,19.13,,,0.024866,0.028742,,
6208,IGR,16,108,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,16.807,19.74,,,0.022185,0.030604,,
6209,IGR,16,109,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.666,21.65,,,0.024512,0.036813,,
6210,IGR,16,110,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.048,21.42,,,0.025583,0.036035,,
6211,IGR,16,111,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,16.807,21.9,,,0.022185,0.037668,,
6212,IGR,16,112,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,17.507,19.54,,,0.024072,0.029987,,
6213,IGR,16,113,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,19.067,22.15,,,0.028552,0.038533,,
6214,IGR,16,114,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,15.374,16.39,,,0.018565,0.021098,,
6215,IGR,16,115,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,24.264,28.343,,,0.04624,0.063095,,
6216,IGR,16,116,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,13.624,13.85,,,0.014577,0.015066,,
6217,IGR,16,117,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.892,13.62,,,0.013053,0.014569,,
6218,IGR,16,118,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,15.279,15.31,,,0.018335,0.018409,,
6219,IGR,16,119,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.929,15.82,,,0.017504,0.019656,,
6220,IGR,16,120,EUC,5,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.292,14.58,,,0.016043,0.016696,,
6221,IGR,16,121,MUL,5,2,NEC,COM,Murici,Byrsonima sericea,V,V,V,V,,1.606,2.453,3.924,,0.000203,0.000473,0.001209
6222,IGR,16,122,PBR,5,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.592,1.78,,,0.000199,0.000249,,
6223,IGR,16,123,PTB,5,2,NEC,COM,Pitomba,Talisia coriacea,V,V,V,V,,,,,,,,
6224,IGR,16,124,IPR,5,2,NEC,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,4.163,1.34,2.294,2.956,0.001361,0.000141,0.000413,0.000686
6225,IGR,16,125,EBR,5,2,NEC,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,11.777,12.29,12.41,12.45,0.010894,0.011863,0.012096,0.012174
6226,IGR,16,126,BAL,5,2,NEC,FIN,Balsamo,Myrocarpus frondosus,V,V,V,V,,1.15,1.85,1.94,,0.000104,0.000269,0.000296
6227,IGR,16,127,BDB,5,2,NEC,COM,Baba-de-boi exotica,Cordia myxa,V,V,V,V,8.113,7.88,9.43,9.653,0.00517,0.004877,0.006985,0.007318
6228,IGR,16,128,JBA,5,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,,1.338,1.71,2.415,,0.000141,0.00023,0.000458
6229,IGR,16,129,JAN,5,2,NEC,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
6230,IGR,16,130,PBR,5,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.21,2.09,2.602,3.068,0.000115,0.000343,0.000532,0.000739
6231,IGR,28,1,JBA,6,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,3.281,3.06,3.18,3.82,0.000846,0.000735,0.000794,0.001146
6232,IGR,28,2,JAN,6,2,NEC,COM,Janauba,Plumeria sucuuba,V,V,V,V,6.048,8.15,8.15,8.63,0.002873,0.005217,0.005217,0.005849
6233,IGR,28,3,PBR,6,2,NEC,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.228,2.29,2.776,3.056,0.00039,0.000412,0.000605,0.000734
6234,IGR,28,4,BDB,6,2,NEC,COM,Baba-de-boi,Cordia superba,V,V,V,V,8.659,8.79,8.53,8.75,0.005889,0.006068,0.005715,0.006013
6235,IGR,28,5,PAM,6,2,NEC,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,4.117,5.22,5.92,6.62,0.001331,0.00214,0.002753,0.003442
6236,IGR,28,6,EBR,6,2,NEC,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,11.777,14.26,16.11,16.84,0.010894,0.015971,0.020384,0.022273
6237,IGR,28,7,JTB,6,2,NEC,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,1.592,2.42,2.86,3.18,0.000199,0.00046,0.000642,0.000794
6238,IGR,28,8,PTB,6,2,NEC,COM,Pitomba,Talisia coriacea,V,V,V,V,0.9,1.502,2.054,2.01,0.000064,0.000177,0.000331,0.000317
6239,IGR,28,9,JBA,6,2,NEC,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.935,4.868,5.383,6.617,0.000676,0.001861,0.002276,0.003439
6240,IGR,28,10,MUL,6,2,NEC,COM,Murici,Byrsonima sericea,V,V,V,V,0.955,2.29,3.28,4.07,0.000072,0.000412,0.000845,0.001301
6241,IGR,28,11,ACT,6,2,NEC,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,4.504,5.096,5.53,5.764,0.001594,0.00204,0.002402,0.00261
6242,IGR,28,12,JEB,6,2,NEC,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,2.387,4.01,4.01,5.47,0.000448,0.001263,0.001263,0.00235
6243,IGR,28,13,JUE,6,2,NEC,MED,juerana-vermelha,Parkia pendula,V,V,V,V,6.392,8.72,10.06,10.82,0.003209,0.005972,0.007949,0.009195
6244,IGR,28,14,PAS,6,2,NEC,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,4.582,5.405,5.956,5.203,0.001649,0.002295,0.002786,0.002126
6245,IGR,28,15,ACJ,6,2,NEC,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,4.841,4.908,4.816,4.95,0.00184,0.001892,0.001821,0.001924
6246,IGR,28,16,TIM,6,2,NEC,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,15.804,11.42,13.065,14.375,0.019618,0.010243,0.013407,0.01623
6247,IGR,28,17,JER,6,2,NEC,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,2.706,5.47,7.23,8.66,0.000575,0.00235,0.004106,0.00589
6248,IGR,28,18,ACG,6,2,NEC,MED,angico-cangalha,Mimosa artemisiana,V,M,M,M,3.712,,,,0.001082,,,
6249,IGR,28,19,SAP,6,2,NEC,MED,sapucaia,Lecythis pisonis,V,V,V,V,,1.295,0.95,1.107,,0.000132,0.000071,0.000096
6250,IGR,28,20,PUT,6,2,NEC,MED,Putumuju,Centrolobium microchaete,V,V,V,V,7.48,8.15,8.09,8.28,0.004395,0.005217,0.00514,0.005385
6251,IGR,28,21,EUC,6,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.414,15.22,,,0.012104,0.018194,,
6252,IGR,28,22,EUC,6,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.961,15.6,,,0.017579,0.019113,,
6253,IGR,28,23,EUC,6,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,12.732,15.72,,,0.012732,0.019409,,
6254,IGR,28,24,EUC,6,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,7.003,7.45,,,0.003852,0.004359,,
6255,IGR,28,25,EUC,6,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,14.483,18.4,,,0.016475,0.02659,,
6256,IGR,28,26,EUC,6,2,NEC,INI,eucalipto,Eucalyptus spp.,V,V,C,C,18.621,23.81,,,0.027233,0.044525,,
