id,site,plot,tree,SPP,block,modelo,treatment,tratamcarina,wood,popular,spp,dapeq20,dapeq39,dapeq52,dapeq58,g20m2,g39m2,g52m2,g58m2,htotal39,htotal52,htotal58
1394,ara,12,74,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,9.23,14.13,15.6,16.2,0.00669,0.01568,0.01911,0.02061,16,20.3,20.1
1395,ara,12,75,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,9.23,14.01,15.28,15.34,0.00669,0.01542,0.01834,0.01848,15.8,19.5,20.2
1396,ara,12,76,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,9.23,13.4,14.29,14.9,0.00669,0.0141,0.01604,0.01744,15.6,18.3,20
1397,ara,12,77,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,9.55,15.72,17.98,18.75,0.00716,0.01941,0.02539,0.02761,16.8,21,21
1398,ara,12,78,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,8.44,10.44,10.5,10.63,0.00559,0.00856,0.00866,0.00887,13.5,15.2,14.9
1399,ara,12,79,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,9.07,19.1,22.92,24.29,0.00646,0.02865,0.04126,0.04634,20,23.5,24.3
1400,ara,12,80,EUC,3,5,NED,3,INI,Eucalipto,Eucalyptus,10.35,14.8,15.76,16.77,0.00841,0.0172,0.01951,0.02209,17.6,20.3,21.6
1401,ara,12,81,ACT,3,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,4.14,3.41,5.09,6.21,0.00135,0.00091,0.00203,0.00303,3.2,4.5,4.7
1402,ara,12,82,MDN,3,5,NED,3,MED,Madeira-nova,Pterogyne nitens,,3.66,4.77,4.93,,0.00105,0.00179,0.00191,4.8,6.1,6.1
1403,ara,12,83,SAP,3,5,NED,3,MED,Sapucaia,Lecythis pisonis,,1.27,3.19,3.46,,0.00013,0.0008,0.00094,2.2,2.5,2.5
1404,ara,12,84,AGV,3,5,NED,3,MED,Angico-vermelho,Newtonia spp.,3.66,6.05,7.64,8.28,0.00105,0.00287,0.00458,0.00538,4.3,5.2,5.1
1405,ara,12,85,PAS,3,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,0.95,2.53,2.93,,0.00007,0.0005,0.00068,1.5,2.7,2.6
1406,ara,12,86,ACG,3,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,7.58,9.46,9.95,10.14,0.00451,0.00702,0.00778,0.00807,8,7.2,6.8
1407,ara,12,87,JEB,3,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,0.64,,,,0.00003,,1.3,1.4,
1408,ara,12,88,JUE,3,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1409,ara,12,89,JER,3,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,1.75,3.39,2.9,,0.00024,0.0009,0.00066,2.4,3,3
1410,ara,12,90,ACJ,3,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,2.39,7.07,8.02,8.4,0.00045,0.00393,0.00505,0.00554,8.8,8.7,9.3
1411,ara,12,91,ACT,3,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,2.23,8.02,10.09,11.4,0.00039,0.00505,0.008,0.01021,6.1,6.7,7.3
1412,ara,12,92,MDN,3,5,NED,3,MED,Madeira-nova,Pterogyne nitens,,3.22,3.69,4.07,,0.00081,0.00107,0.0013,3.7,4.5,4.1
1413,ara,12,93,SAP,3,5,NED,3,MED,Sapucaia,Lecythis pisonis,,0.8,1.02,1.24,,0.00005,0.00008,0.00012,1.5,1.7,1.7
1414,ara,12,94,AGV,3,5,NED,3,MED,Angico-vermelho,Newtonia spp.,,4.99,7.54,8.55,,0.00195,0.00447,0.00574,3.2,4.1,4.6
1415,ara,12,95,PAS,3,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0.7,,
1416,ara,12,96,ACG,3,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,10.76,12.94,13.56,13.65,0.00909,0.01316,0.01444,0.01463,10.3,10.8,13.2
1417,ara,12,97,JEB,3,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.7,,
1418,ara,12,98,JUE,3,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1419,ara,12,99,JER,3,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,0.95,1.53,1.71,,0.00007,0.00018,0.00023,1.5,2.1,2.1
1420,ara,12,100,ACJ,3,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,7,5.73,6.49,6.97,0.00385,0.00258,0.00331,0.00382,6.4,7.4,8.8
1421,ara,12,101,ACJ,3,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,7.32,7.25,7.76,6.02,0.00421,0.00413,0.00474,0.00285,8,8.7,8.4
1422,ara,12,102,JER,3,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,0.89,1.64,2.74,,0.00006,0.00021,0.00059,1.5,2,2.2
1423,ara,12,103,JUE,3,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1424,ara,12,104,JEB,3,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.5,,
1425,ara,12,105,ACG,3,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,,12.4,10.41,11.1,,0.01208,0.00851,0.00968,9.3,9.3,10.2
1426,ara,12,106,PAS,3,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0,,
1427,ara,12,107,AGV,3,5,NED,3,MED,Angico-vermelho,Newtonia spp.,,9.07,11.3,12.51,,0.00646,0.01003,0.01229,7.6,8.6,9.8
1428,ara,12,108,SAP,3,5,NED,3,MED,Sapucaia,Lecythis pisonis,,2.21,2.36,2.04,,0.00038,0.00044,0.00033,2.2,2.1,2.3
1429,ara,12,109,MDN,3,5,NED,3,MED,Madeira-nova,Pterogyne nitens,,2.51,2.86,2.99,,0.00049,0.00064,0.0007,3.6,3.3,2.7
1430,ara,12,110,ACT,3,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,2.07,9.48,12.48,13.96,0.00034,0.00705,0.01224,0.0153,5.6,7.7,8.1
1431,ara,12,111,ACJ,3,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,1.91,7.16,8.59,9.36,0.00029,0.00403,0.0058,0.00688,7.3,7.6,8
1432,ara,12,112,JER,3,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,0.64,2,2.06,,0.00003,0.00031,0.00033,1.8,2.2,2.3
1433,ara,12,113,JUE,3,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1434,ara,12,114,JEB,3,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.5,,
1435,ara,12,115,ACG,3,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,10.64,3.94,4.1,4.97,0.00889,0.00122,0.00132,0.00194,2.9,4.8,4.9
1436,ara,12,116,PAS,3,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,1.91,,,,0.00029,,,,0,,
1437,ara,12,117,PJC,3,5,NED,3,MED,Pau-jacare,Piptadenia gonoacantha,,3.79,5.39,6.25,,0.00113,0.00228,0.00307,3.7,5.3,5.2
1438,ara,12,118,SAP,3,5,NED,3,MED,Sapucaia,Lecythis pisonis,,,1.15,0.57,,,0.0001,0.00003,1.2,1.4,1.5
1439,ara,12,119,MDN,3,5,NED,3,MED,Madeira-nova,Pterogyne nitens,,3.45,4.01,4.3,,0.00093,0.00126,0.00145,4.1,4.7,4
1440,ara,12,120,ACT,3,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,7.31,7.3,9.46,10.99,0.0042,0.00419,0.00702,0.00948,4.5,5.6,5.7
1681,ara,15,1,PBR,1,5,NED,3,FIN,Pau-Brasil,Caesalpinia echinata,3.37,2.55,4.22,4.53,0.00089,0.00051,0.0014,0.00161,2.9,4.1,4.2
1682,ara,15,2,COR,1,5,NED,3,COM,Corindiba,Trema micrantha,,,,,,,,,0,,
1683,ara,15,3,CED,1,5,NED,3,FIN,Cedro,Cedrela fissilis,4.93,2.65,3.51,4.22,0.00191,0.00055,0.00097,0.0014,2.7,2.8,3
1684,ara,15,4,EBR,1,5,NED,3,COM,Embauba-branca,Cecropia hololeuca,3.35,5.28,,,0.00088,0.00219,,,6.4,,
1685,ara,15,5,IPR,1,5,NED,3,FIN,Ipe-roxo,Tabebuia heptaphylla,1.27,1.75,2.85,3.6,0.00013,0.00024,0.00064,0.00102,2,2.5,2.7
1686,ara,15,6,PTG,1,5,NED,3,COM,Pitanga,Eugenia uniflora,1.43,,0.38,0.4,0.00016,,0.00001,0.00001,0.7,1.5,1.7
1687,ara,15,7,PAM,1,5,NED,3,FIN,Peroba-amarela,Paratecoma peroba,,,,,,,,,0,,
1688,ara,15,8,AGO,1,5,NED,3,COM,Agoniada,Himatanthus sucuuba ,2.39,,,,0.00045,,,,0,,
1689,ara,15,9,JTB,1,5,NED,3,FIN,Jatoba,Hymenaea courbaril,3.96,,,,0.00123,,,,0.4,,
1690,ara,15,10,FSB,1,5,NED,3,COM,Fruto-de-sabia,Acnistus arborescens,2.18,,,,0.00037,,,,0,,
1691,ara,15,11,IPF,1,5,NED,3,FIN,Ipe-felpudo,Zeyheria tuberculosa,2.01,,,,0.00032,,,,0,,
1692,ara,15,12,ARO,1,5,NED,3,COM,Aroeira-pimenteira,Schinus terenbitifolius,10.01,6.35,8.12,8.25,0.00787,0.00316,0.00518,0.00535,4,4.1,4
1693,ara,15,13,VIN,1,5,NED,3,FIN,Vinhatico,Plathymenia foliolosa,5.35,4.38,5.34,4.46,0.00225,0.00151,0.00224,0.00156,1.7,2.5,1.6
1694,ara,15,14,CMI,1,5,NED,3,COM,Caja-mirim,Spondias spp.,3.02,3.66,4.07,4.3,0.00072,0.00105,0.0013,0.00145,4.4,4.6,4.7
1695,ara,15,15,BRA,1,5,NED,3,FIN,Brauna,Melanoxylon brauna,,,,,,,,,0.2,,
1696,ara,15,16,MUR,1,5,NED,3,COM,Murici,Byrsonima spp.,4.25,,,,0.00142,,,,0.9,,
1697,ara,15,17,BAL,1,5,NED,3,FIN,Balsamo,Myrocarpus frondosus,3.18,,1.4,1.94,0.0008,,0.00015,0.0003,1,1.7,2.1
1698,ara,15,18,ARA,1,5,NED,3,COM,Araca,Psidium sp.,2.85,,,,0.00064,,,,0.5,,
1699,ara,15,19,JBA,1,5,NED,3,FIN,Jacaranda-da-Bahia,Dalbergia nigra,5.58,,,,0.00245,,,,0,,
1700,ara,15,20,PCG,1,5,NED,3,COM,Pau-cigarra,Senna multijuga,6.7,9.51,12.13,13.24,0.00353,0.00711,0.01156,0.01376,5.8,7.1,8.9
1701,ara,15,21,PCG,1,5,NED,3,COM,Pau-cigarra,Senna multijuga,8.85,14.05,17.77,17.44,0.00615,0.0155,0.0248,0.02389,6.6,7.7,9.7
1702,ara,15,22,JBA,1,5,NED,3,FIN,Jacaranda-da-Bahia,Dalbergia nigra,2.57,5.77,6.37,6.94,0.00052,0.00261,0.00319,0.00378,4.8,6.2,6.7
1703,ara,15,23,ARA,1,5,NED,3,COM,Araca,Psidium sp.,0.96,,0.8,0.87,0.00007,,0.00005,0.00006,1.2,1.5,2.7
1704,ara,15,24,BAL,1,5,NED,3,FIN,Balsamo,Myrocarpus frondosus,2.93,,,,0.00067,,,,0.8,,
1705,ara,15,25,MUR,1,5,NED,3,COM,Murici,Byrsonima spp.,4.57,2.14,3.44,3.29,0.00164,0.00036,0.00093,0.00085,2.5,2.3,2.5
1706,ara,15,26,BRA,1,5,NED,3,FIN,Brauna,Melanoxylon brauna,,,,,,,,,0,,
1707,ara,15,27,CMI,1,5,NED,3,COM,Caja-mirim,Spondias spp.,1.59,3.12,4.04,12.3,0.0002,0.00076,0.00128,0.01188,3.5,2.8,3.6
1708,ara,15,28,VIN,1,5,NED,3,FIN,Vinhatico,Plathymenia foliolosa,4.24,8.4,10.66,11.46,0.00141,0.00554,0.00892,0.01031,3.7,4.4,4.4
1709,ara,15,29,ARO,1,5,NED,3,COM,Aroeira-pimenteira,Schinus terenbitifolius,5.99,5.71,6.68,6.61,0.00282,0.00256,0.00351,0.00343,3.5,3.1,4.1
1710,ara,15,30,IPF,1,5,NED,3,FIN,Ipe-felpudo,Zeyheria tuberculosa,3.34,5.09,5.47,5.73,0.00088,0.00203,0.00235,0.00258,5.2,4.1,6.2
1711,ara,15,31,FSB,1,5,NED,3,COM,Fruto-de-sabia,Acnistus arborescens,,,,,,,,,0,,
1712,ara,15,32,JTB,1,5,NED,3,FIN,Jatoba,Hymenaea courbaril,1.59,,,,0.0002,,,,0.5,,
1713,ara,15,33,AGO,1,5,NED,3,COM,Agoniada,Himatanthus sucuuba ,,1.27,1.93,1.61,,0.00013,0.00029,0.0002,1.4,1.8,1.8
1714,ara,15,34,PAM,1,5,NED,3,FIN,Peroba-amarela,Paratecoma peroba,2.55,,,,0.00051,,,,0.4,,
1715,ara,15,35,PTG,1,5,NED,3,COM,Pitanga,Eugenia uniflora,1.27,,1.18,1.25,0.00013,,0.00011,0.00012,1.2,1.8,1.9
1716,ara,15,36,IPR,1,5,NED,3,FIN,Ipe-roxo,Tabebuia heptaphylla,3.44,1.59,2.42,2.64,0.00093,0.0002,0.00046,0.00055,2.3,2.7,2.9
1717,ara,15,37,EBR,1,5,NED,3,COM,Embauba-branca,Cecropia hololeuca,6.37,10.98,12.64,12.57,0.00319,0.00947,0.01255,0.01241,9,12,13.1
1718,ara,15,38,CED,1,5,NED,3,FIN,Cedro,Cedrela fissilis,2.03,5.81,6.15,4.54,0.00033,0.00265,0.00297,0.00162,5.5,6,4.3
1719,ara,15,39,COR,1,5,NED,3,COM,Corindiba,Trema micrantha,13.24,11.32,12.63,12.72,0.01376,0.01006,0.01254,0.01271,6.3,6.6,7.6
1720,ara,15,40,PBR,1,5,NED,3,FIN,Pau-Brasil,Caesalpinia echinata,1.59,2.94,3.32,3.76,0.0002,0.00068,0.00086,0.00111,2.6,3,3.4
1721,ara,15,41,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.34,12.19,13.21,13.69,0.00546,0.01167,0.01371,0.01472,14.7,16.5,17.1
1722,ara,15,42,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.32,15.09,16.74,17.03,0.00421,0.01788,0.02201,0.02278,16.7,20.2,21.4
1723,ara,15,43,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.96,13.37,14.16,14.13,0.00498,0.01404,0.01575,0.01568,16,18.7,19.2
1724,ara,15,44,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.28,17.51,20.53,21.49,0.00538,0.02408,0.0331,0.03627,18.5,23,24.7
1725,ara,15,45,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,10.19,13.88,15.92,16.36,0.00816,0.01513,0.01991,0.02102,15.5,19.4,20.6
1726,ara,15,46,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,6.78,14.64,17.03,17.6,0.00361,0.01683,0.02278,0.02433,15.3,19.4,22.4
1727,ara,15,47,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,10.63,9.01,9.07,12.35,0.00887,0.00638,0.00646,0.01198,11.7,13.3,13.8
1728,ara,15,48,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,11.3,12.51,13.85,14.07,0.01003,0.01229,0.01507,0.01555,14.2,18.3,19.4
1729,ara,15,49,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.59,14.64,16.71,17.38,0.0058,0.01683,0.02193,0.02372,14.5,19,20.7
1730,ara,15,50,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,10.28,11.46,13.4,13.81,0.0083,0.01031,0.0141,0.01498,13,16.9,18.1
1731,ara,15,51,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.64,10.98,13.21,13.69,0.00458,0.00947,0.01371,0.01472,13.5,16.8,19.5
1732,ara,15,52,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.87,10.82,12.73,12.89,0.00765,0.00919,0.01273,0.01305,13.8,16.5,18.5
1733,ara,15,53,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.75,8.59,8.79,8.98,0.00601,0.0058,0.00607,0.00633,12.2,13.6,13.5
1734,ara,15,54,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.07,13.05,15.28,15.98,0.00646,0.01338,0.01834,0.02006,15.1,20.2,21.4
1735,ara,15,55,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.59,13.37,14.29,14.39,0.0058,0.01404,0.01604,0.01626,16,18.9,19.8
1736,ara,15,56,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.64,16.23,19.42,20.21,0.00458,0.02069,0.02962,0.03208,18.2,22.5,26.6
1737,ara,15,57,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.23,14.26,15.66,15.69,0.00669,0.01597,0.01926,0.01933,16,19.1,20.5
1738,ara,15,58,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.64,11.46,11.65,11.9,0.00458,0.01031,0.01066,0.01112,14,15.9,19.6
1739,ara,15,59,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.32,12.41,13.18,13.81,0.00421,0.0121,0.01364,0.01498,15,16.8,16.9
1740,ara,15,60,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.32,13.37,14.32,14.48,0.00421,0.01404,0.01611,0.01647,16.2,18.5,18.7
1741,ara,15,61,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,10.5,14.64,16.27,16.62,0.00866,0.01683,0.02079,0.02169,17.5,20.9,24.4
1742,ara,15,62,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,10.19,18.94,22.92,23.94,0.00816,0.02817,0.04126,0.04501,19.5,23.5,27.7
1743,ara,15,63,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.17,19.1,22.92,24.51,0.0066,0.02865,0.04126,0.04718,20.5,24,26.3
1744,ara,15,64,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,6.88,15.92,18.46,19.1,0.00372,0.01991,0.02676,0.02865,18.5,22.7,26.8
1745,ara,15,65,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.48,15.76,18.78,16.71,0.00439,0.01951,0.0277,0.02193,18,22.9,27
1746,ara,15,66,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.23,13.69,15.12,15.57,0.00669,0.01472,0.01796,0.01904,16.8,19.7,22.9
1747,ara,15,67,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.88,18.3,22.28,23.24,0.00619,0.0263,0.03899,0.04242,18.5,23,27.7
1748,ara,15,68,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.87,14.01,15.92,16.84,0.00765,0.01542,0.01991,0.02227,17,20.2,20.9
1749,ara,15,69,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7,11.78,13.21,14.48,0.00385,0.0109,0.01371,0.01647,14.2,17,12.7
1750,ara,15,70,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.54,11.94,14.48,15.76,0.00447,0.0112,0.01647,0.01951,14.6,18,19.5
1751,ara,15,71,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,6.05,10.76,11.84,12.25,0.00287,0.00909,0.01101,0.01179,14.1,16.7,18.5
1752,ara,15,72,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,11.01,14.39,16.55,17.09,0.00952,0.01626,0.02151,0.02294,16.3,19,21.4
1753,ara,15,73,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,9.87,14.13,16.23,16.77,0.00765,0.01568,0.02069,0.02209,16.2,19.5,20.5
1754,ara,15,74,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.28,12.25,13.59,14.29,0.00538,0.01179,0.01451,0.01604,15,18.1,19.7
1755,ara,15,75,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.32,14.64,16.87,17.67,0.00421,0.01683,0.02235,0.02452,17.2,19,21.4
1756,ara,15,76,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,7.96,19.74,23.4,24.26,0.00498,0.0306,0.04301,0.04622,20.2,23.5,27.5
1757,ara,15,77,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,8.59,19.1,22.12,24.16,0.0058,0.02865,0.03843,0.04584,20.5,24,28.1
1758,ara,15,78,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,6.33,16.23,18.62,19.89,0.00315,0.02069,0.02723,0.03107,18.5,22,26.1
1759,ara,15,79,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,10.47,16.71,19.07,20.02,0.00861,0.02193,0.02856,0.03148,18.5,23.1,24.6
1760,ara,15,80,EUC,1,5,NED,3,INI,Eucalipto,Eucalyptus,2.58,18.14,21.01,21.84,0.00052,0.02584,0.03467,0.03746,19.5,23.2,24
1761,ara,15,81,ACT,1,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,2.47,6.53,8.34,9.84,0.00048,0.00335,0.00546,0.0076,4.4,6.5,7.2
1762,ara,15,82,MDN,1,5,NED,3,MED,Madeira-nova,Pterogyne nitens,2.58,2.71,3.78,4.11,0.00052,0.00058,0.00112,0.00133,3.2,4.8,4.9
1763,ara,15,83,SAP,1,5,NED,3,MED,Sapucaia,Lecythis pisonis,,0.95,2.44,2.2,,0.00007,0.00047,0.00038,1.7,2.3,2.3
1764,ara,15,84,AGV,1,5,NED,3,MED,Angico-vermelho,Newtonia spp.,2.64,9.33,12.35,13.1,0.00055,0.00684,0.01198,0.01347,5,6.2,6.4
1765,ara,15,85,PAS,1,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0,,
1766,ara,15,86,ACG,1,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,5.75,11.21,12.26,13.4,0.0026,0.00987,0.0118,0.01409,7.3,7.1,6.2
1767,ara,15,87,JEB,1,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0,,
1768,ara,15,88,JUE,1,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1769,ara,15,89,JER,1,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,0.8,,
1770,ara,15,90,ACJ,1,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,5.57,3.02,4.35,5.48,0.00244,0.00072,0.00148,0.00236,2.7,2.5,3
1771,ara,15,91,ACT,1,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,4.49,5.57,7.48,8.88,0.00159,0.00244,0.00439,0.00619,3.1,4.2,4.5
1772,ara,15,92,MDN,1,5,NED,3,MED,Madeira-nova,Pterogyne nitens,,2.23,3.57,3.79,,0.00039,0.001,0.00113,2.7,4.2,4.2
1773,ara,15,93,SAP,1,5,NED,3,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.6,,
1774,ara,15,94,AGV,1,5,NED,3,MED,Angico-vermelho,Newtonia spp.,1.62,,,,0.00021,,,,0,,
1775,ara,15,95,PAS,1,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,3.04,4.69,5.51,,0.00073,0.00173,0.00239,1.8,2.8,3
1776,ara,15,96,ACG,1,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,12.56,14.1,14,14.47,0.01238,0.01561,0.0154,0.01644,7,9.5,10.1
1777,ara,15,97,JEB,1,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.3,,
1778,ara,15,98,JUE,1,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1779,ara,15,99,JER,1,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,0.64,0.8,0.42,,0.00003,0.00005,0.00001,1.5,1.5,NA
1780,ara,15,100,ACJ,1,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,4.39,9.07,9.9,12.67,0.00151,0.00647,0.0077,0.01262,6.6,7.3,6.9
1781,ara,15,101,ACJ,1,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,5.12,5.89,6.84,7.67,0.00205,0.00272,0.00367,0.00462,5.5,6.1,6.5
1782,ara,15,102,JER,1,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,0.8,,
1783,ara,15,103,JUE,1,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1784,ara,15,104,JEB,1,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.7,,
1785,ara,15,105,ACG,1,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,10.83,,,,0.00921,,,,0,,
1786,ara,15,106,PAS,1,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,1.24,3.68,3.88,,0.00012,0.00106,0.00118,1.7,2.2,2.3
1787,ara,15,107,AGV,1,5,NED,3,MED,Angico-vermelho,Newtonia spp.,5.84,,,,0.00268,,,,0.2,,
1788,ara,15,108,SAP,1,5,NED,3,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.4,,
1789,ara,15,109,MDN,1,5,NED,3,MED,Madeira-nova,Pterogyne nitens,,3.02,4.74,4.77,,0.00072,0.00176,0.00179,3.9,5.6,6.2
1790,ara,15,110,ACT,1,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,5.09,6.24,8.5,9.87,0.00204,0.00306,0.00567,0.00765,4.7,5.4,6.8
1791,ara,15,111,ACJ,1,5,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,6.24,4.39,5.28,5.89,0.00306,0.00151,0.00219,0.00272,5.2,6.3,6.7
1792,ara,15,112,JER,1,5,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,0.7,,
1793,ara,15,113,JUE,1,5,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1794,ara,15,114,JEB,1,5,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.5,,
1795,ara,15,115,ACG,1,5,NED,3,MED,Angico-cangalha,Mimosa artemisiana,3.28,9.12,8.94,8.93,0.00084,0.00654,0.00627,0.00626,6.8,6.5,6.1
1796,ara,15,116,PAS,1,5,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,4.23,6.01,6.91,,0.00141,0.00284,0.00375,2.4,3.6,3.7
1797,ara,15,117,AGV,1,5,NED,3,MED,Angico-vermelho,Newtonia spp.,,,,,,,,,0,,
1798,ara,15,118,SAP,1,5,NED,3,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.9,,
1799,ara,15,119,MDN,1,5,NED,3,MED,Madeira-nova,Pterogyne nitens,1.93,0.95,3.08,3.43,0.00029,0.00007,0.00074,0.00092,1.7,2.9,3.4
1800,ara,15,120,ACT,1,5,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,3.88,12.64,15.23,16.45,0.00118,0.01255,0.01822,0.02126,6,8.9,9.4
1801,ara,16,1,PBR,4,4,NED,3,FIN,Pau-Brasil,Caesalpinia echinata,1.27,1.59,3,2.98,0.00013,0.0002,0.00071,0.0007,1.8,2.8,3
1802,ara,16,2,COR,4,4,NED,3,COM,Corindiba,Trema micrantha,8.19,,,,0.00526,,,,0,,
1803,ara,16,3,CED,4,4,NED,3,FIN,Cedro,Cedrela fissilis,1.59,,,,0.0002,,,,0,,
1804,ara,16,4,EBR,4,4,NED,3,COM,Embauba-branca,Cecropia hololeuca,5.73,8.44,9.17,9.52,0.00258,0.00559,0.0066,0.00712,6.4,7.3,7.7
