id,site,plot,tree,SPP,block,modelo,treatment,tratamcarina,wood,popular,spp,dapeq20,dapeq39,dapeq52,dapeq58,g20m2,g39m2,g52m2,g58m2,htotal39,htotal52,htotal58
776,ara,7,56,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,9.23,10.06,10.25,10.12,0.00669,0.00795,0.00825,0.00804,13.3,14.3,15.9
777,ara,7,57,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,18.08,21.39,22.35,0.00458,0.02567,0.03593,0.03923,18.5,25,26.3
778,ara,7,58,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.48,18.3,21.77,22.76,0.00439,0.0263,0.03722,0.04069,18.5,23,26.1
779,ara,7,59,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,8.59,15.37,18.33,18.59,0.0058,0.01855,0.02639,0.02714,17.2,22.5,23.8
780,ara,7,60,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,14.96,16.42,16.62,0.00498,0.01758,0.02118,0.02169,16.5,20.5,21.5
781,ara,7,61,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,8.28,16.55,18.62,19.03,0.00538,0.02151,0.02723,0.02844,18.2,21.8,23.3
782,ara,7,62,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,9.23,16.42,18.49,18.97,0.00669,0.02118,0.02685,0.02826,18,21.5,23.1
783,ara,7,63,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,8.44,15.69,17.86,18.4,0.00559,0.01933,0.02505,0.02659,17.5,22.3,22.1
784,ara,7,64,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,8.12,15.85,17.67,18.4,0.00518,0.01973,0.02452,0.02659,17.5,22,22.7
785,ara,7,65,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,16.39,18.3,18.56,0.00498,0.0211,0.0263,0.02705,18,22.5,24
786,ara,7,66,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,18.62,21.8,22.92,0.00458,0.02723,0.03733,0.04126,18.5,24.4,26
787,ara,7,67,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,15.92,18.46,19.1,0.00458,0.01991,0.02676,0.02865,17.7,22.8,23.9
788,ara,7,68,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,16.39,18.49,18.88,0.00458,0.0211,0.02685,0.028,18,22,23.6
789,ara,7,69,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7,16.23,19.26,20.05,0.00385,0.02069,0.02913,0.03157,18,22.5,22.6
790,ara,7,70,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,6.68,14.39,15.6,15.53,0.0035,0.01626,0.01911,0.01894,16.5,20.7,19.7
791,ara,7,71,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7,13.21,14.8,18.3,0.00385,0.01371,0.0172,0.0263,15,18.5,19.3
792,ara,7,72,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7,13.05,14.01,14.1,0.00385,0.01338,0.01542,0.01561,15,17.5,18.4
793,ara,7,73,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,14.16,15.92,16.36,0.00498,0.01575,0.01991,0.02102,15.8,19.3,20
794,ara,7,74,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,14.32,15.76,15.72,0.00498,0.01611,0.01951,0.01941,16.2,19,19.4
795,ara,7,75,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,6.68,12.16,12.76,12.73,0.0035,0.01161,0.01279,0.01273,14.8,16.5,17.4
796,ara,7,76,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.32,13.37,14.48,14.45,0.00421,0.01404,0.01647,0.0164,15.5,18.3,20
797,ara,7,77,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,8.91,14.16,15.63,15.66,0.00624,0.01575,0.01919,0.01926,16,18.5,21.3
798,ara,7,78,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,13.21,14.16,14.29,0.00498,0.01371,0.01575,0.01604,15.5,18,18.4
799,ara,7,79,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,7.32,16.39,18.78,19.29,0.00421,0.0211,0.0277,0.02922,18,20.5,19.9
800,ara,7,80,EUC,2,4,NED,3,INI,Eucalipto,Eucalyptus,5.41,14.48,16.11,16.27,0.0023,0.01647,0.02038,0.02079,17,19,19.8
801,ara,7,81,ACT,2,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,4.77,9.68,10.06,11.2,0.00179,0.00736,0.00795,0.00985,7,6.7,8.3
802,ara,7,82,MDN,2,4,NED,3,MED,Madeira-nova,Pterogyne nitens,2.23,4.15,5.57,5.92,0.00039,0.00135,0.00244,0.00275,4.5,5.4,5.9
803,ara,7,83,SAP,2,4,NED,3,MED,Sapucaia,Lecythis pisonis,1.27,1.72,2.05,1.96,0.00013,0.00023,0.00033,0.0003,2,2,1.9
804,ara,7,84,AGV,2,4,NED,3,MED,Angico-vermelho,Newtonia spp.,4.14,9.17,11.61,12.78,0.00135,0.00661,0.01058,0.01284,6,7.7,7.4
805,ara,7,85,PAS,2,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0,,
806,ara,7,86,ACG,2,4,NED,3,MED,Angico-cangalha,Mimosa artemisiana,14.4,16.51,16.67,16.7,0.01628,0.0214,0.02183,0.02191,11.3,11.5,11.8
807,ara,7,87,JEB,2,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0,,
808,ara,7,88,JUE,2,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
809,ara,7,89,JER,2,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,0,,
810,ara,7,90,ACJ,2,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,3.39,6.13,7.31,8.22,0.0009,0.00295,0.0042,0.0053,5,6.6,7.3
811,ara,7,91,ACT,2,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,4.77,7.89,10.73,12.13,0.00179,0.00489,0.00904,0.01156,5.5,7.9,8.9
812,ara,7,92,MDN,2,4,NED,3,MED,Madeira-nova,Pterogyne nitens,2.07,2.71,3.66,4.07,0.00034,0.00058,0.00105,0.0013,2.8,5.3,6.5
813,ara,7,93,SAP,2,4,NED,3,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.5,,
814,ara,7,94,AGV,2,4,NED,3,MED,Angico-vermelho,Newtonia spp.,1.59,4.63,8.57,9.69,0.0002,0.00168,0.00577,0.00737,2.2,4.2,4.9
815,ara,7,95,PAS,2,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0,,
816,ara,7,96,ACG,2,4,NED,3,MED,Angico-cangalha,Mimosa artemisiana,11.63,13.64,12.43,12.83,0.01062,0.01462,0.01214,0.01293,7.5,8.2,9.1
817,ara,7,97,JEB,2,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.8,,
818,ara,7,98,JUE,2,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
819,ara,7,99,JER,2,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,0.6,,
820,ara,7,100,ACJ,2,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,,6.43,7.23,8.5,,0.00325,0.00411,0.00567,6.5,8.2,8.7
821,ara,7,101,ACJ,2,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,2.58,4.14,4.55,5.03,0.00052,0.00135,0.00163,0.00199,5.5,6,6.5
822,ara,7,102,JER,2,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,0.95,1.31,1.8,,0.00007,0.00014,0.00025,1.5,1.7,2.3
823,ara,7,103,JUE,2,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0.5,,
824,ara,7,104,JEB,2,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,1,,
825,ara,7,105,ACT,2,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,5.76,6.43,6.94,7.96,0.00261,0.00325,0.00378,0.00498,7.5,8.4,9.1
826,ara,7,106,PAS,2,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0.9,,
827,ara,7,107,AGV,2,4,NED,3,MED,Angico-vermelho,Newtonia spp.,,1.91,4.64,5.93,,0.00029,0.00169,0.00276,2.2,3.9,4.6
828,ara,7,108,SAP,2,4,NED,3,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.4,,
829,ara,7,109,MDN,2,4,NED,3,MED,Madeira-nova,Pterogyne nitens,,3.5,4.77,5.03,,0.00096,0.00179,0.00199,4.3,5.8,7.1
830,ara,7,110,ACT,2,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,5.24,10.82,13.75,14.9,0.00216,0.00919,0.01485,0.01744,7,8.2,10.4
831,ara,7,111,ACJ,2,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,4.2,5.73,6.43,7,0.00139,0.00258,0.00325,0.00385,6.7,7.5,8.4
832,ara,7,112,JER,2,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,1.11,1.74,1.92,,0.0001,0.00024,0.00029,1.5,2.2,2.3
833,ara,7,113,JUE,2,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,3.09,4.04,4.04,,0.00075,0.00128,0.00128,2.5,4,4.7
834,ara,7,114,JEB,2,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.3,,
835,ara,7,115,ACG,2,4,NED,3,MED,Angico-cangalha,Mimosa artemisiana,11.8,15.21,15.56,15.73,0.01094,0.01816,0.01902,0.01942,10,10.5,10.5
836,ara,7,116,PAS,2,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,0.64,0.43,,,0.00003,0.00001,0.8,1.5,1.5
837,ara,7,117,AGV,2,4,NED,3,MED,Angico-vermelho,Newtonia spp.,2.48,5.73,7.29,7.73,0.00048,0.00258,0.00417,0.00469,3.7,4.7,4.6
838,ara,7,118,SAP,2,4,NED,3,MED,Sapucaia,Lecythis pisonis,,1.87,2.69,2.61,,0.00027,0.00057,0.00053,2,2.2,2.4
839,ara,7,119,MDN,2,4,NED,3,MED,Madeira-nova,Pterogyne nitens,,1.11,2.03,1.99,,0.0001,0.00032,0.00031,2,2,2.5
840,ara,7,120,ACT,2,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,4.65,9.07,11.65,12.67,0.0017,0.00646,0.01066,0.01261,6.6,7.7,8.6
961,ara,9,1,PBR,5,4,NED,3,FIN,Pau-Brasil,Caesalpinia echinata,0.96,2.23,2.71,3.12,0.00007,0.00039,0.00058,0.00076,3.2,4,4.1
962,ara,9,2,COR,5,4,NED,3,COM,Corindiba,Trema micrantha,7.66,11.52,11.28,,0.00461,0.01042,0.01,,8.5,6.7,
963,ara,9,3,CED,5,4,NED,3,FIN,Cedro,Cedrela fissilis,1.59,2.55,2.86,3.06,0.0002,0.00051,0.00064,0.00074,3.2,3.9,3.8
964,ara,9,4,EBR,5,4,NED,3,COM,Embauba-branca,Cecropia hololeuca,4.46,6.81,,,0.00156,0.00364,,,6.2,,
965,ara,9,5,IPR,5,4,NED,3,FIN,Ipe-roxo,Tabebuia heptaphylla,,,,,,,,,0.9,,
966,ara,9,6,PTG,5,4,NED,3,COM,Pitanga,Eugenia uniflora,,,,,,,,,0,,
967,ara,9,7,PAM,5,4,NED,3,FIN,Peroba-amarela,Paratecoma peroba,,,,,,,,,0.7,,
968,ara,9,8,AGO,5,4,NED,3,COM,Agoniada,Himatanthus sucuuba ,1.91,,,,0.00029,,,,0,,
969,ara,9,9,JTB,5,4,NED,3,FIN,Jatoba,Hymenaea courbaril,,5.16,6.56,6.59,,0.00209,0.00338,0.00341,4.3,5.4,6.3
970,ara,9,10,FSB,5,4,NED,3,COM,Fruto-de-sabia,Acnistus arborescens,,,,,,,,,0,,
971,ara,9,11,IPF,5,4,NED,3,FIN,Ipe-felpudo,Zeyheria tuberculosa,1.91,2.29,3.02,2.93,0.00029,0.00041,0.00072,0.00067,2.1,3,3.6
972,ara,9,12,ARO,5,4,NED,3,COM,Aroeira-pimenteira,Schinus terenbitifolius,4.98,5.99,6.32,6.41,0.00195,0.00282,0.00314,0.00323,3.5,3.9,4.2
973,ara,9,13,VIN,5,4,NED,3,FIN,Vinhatico,Plathymenia foliolosa,1.59,14.7,13.49,14.2,0.0002,0.01698,0.0143,0.01584,8.5,8.2,8.9
974,ara,9,14,CMI,5,4,NED,3,COM,Caja-mirim,Spondias spp.,4.62,8.44,8.91,8.98,0.00168,0.00559,0.00624,0.00633,8.5,7.8,7.9
975,ara,9,15,BRA,5,4,NED,3,FIN,Brauna,Melanoxylon brauna,,,,,,,,,0,,
976,ara,9,16,MUR,5,4,NED,3,COM,Murici,Byrsonima spp.,1.91,1.43,1.85,1.14,0.00029,0.00016,0.00027,0.0001,1.6,1.7,1.8
977,ara,9,17,BAL,5,4,NED,3,FIN,Balsamo,Myrocarpus frondosus,,,2.9,2.01,,,0.00066,0.00032,1.1,1.6,1.7
978,ara,9,18,ARA,5,4,NED,3,COM,Araca,Psidium sp.,,,,,,,,,0.6,,
979,ara,9,19,JBA,5,4,NED,3,FIN,Jacaranda-da-Bahia,Dalbergia nigra,,5.41,5.52,6.29,,0.0023,0.0024,0.00311,5,6.1,5.3
980,ara,9,20,PCG,5,4,NED,3,COM,Pau-cigarra,Senna multijuga,9.24,13.97,14.28,15.16,0.0067,0.01533,0.01602,0.01806,10,10.5,11.4
981,ara,9,21,PCG,5,4,NED,3,COM,Pau-cigarra,Senna multijuga,,5.79,5.69,5.9,,0.00263,0.00254,0.00273,3.3,3,3.3
982,ara,9,22,JBA,5,4,NED,3,FIN,Jacaranda-da-Bahia,Dalbergia nigra,,2.71,3.06,3.5,,0.00058,0.00074,0.00096,2.2,3.3,3.3
983,ara,9,23,ARA,5,4,NED,3,COM,Araca,Psidium sp.,,,,,,,,,0.4,,
984,ara,9,24,BAL,5,4,NED,3,FIN,Balsamo,Myrocarpus frondosus,,2.65,4.29,4.53,,0.00055,0.00145,0.00161,2.5,3.7,4.7
985,ara,9,25,MUR,5,4,NED,3,COM,Murici,Byrsonima spp.,,,,,,,,,0.6,,
986,ara,9,26,BRA,5,4,NED,3,FIN,Brauna,Melanoxylon brauna,,,,,,,,,0,,
987,ara,9,27,CMI,5,4,NED,3,COM,Caja-mirim,Spondias spp.,4.14,8.91,9.55,10.03,0.00135,0.00624,0.00716,0.0079,7.3,6.2,7.9
988,ara,9,28,VIN,5,4,NED,3,FIN,Vinhatico,Plathymenia foliolosa,,,,,,,,,0,,
989,ara,9,29,ARO,5,4,NED,3,COM,Aroeira-pimenteira,Schinus terenbitifolius,,5.83,7.35,7.38,,0.00267,0.00425,0.00427,3.6,4.1,4.2
990,ara,9,30,IPF,5,4,NED,3,FIN,Ipe-felpudo,Zeyheria tuberculosa,,,,,,,,,0,,
991,ara,9,31,FSB,5,4,NED,3,COM,Fruto-de-sabia,Acnistus arborescens,,3.02,4.43,,,0.00072,0.00154,,3.5,4.1,
992,ara,9,32,JTB,5,4,NED,3,FIN,Jatoba,Hymenaea courbaril,,3.63,3.92,3.98,,0.00103,0.00121,0.00124,3.3,4,3.7
993,ara,9,33,AGO,5,4,NED,3,COM,Agoniada,Himatanthus sucuuba ,,,,,,,,,0.6,,
994,ara,9,34,PAM,5,4,NED,3,FIN,Peroba-amarela,Paratecoma peroba,,,,,,,,,0,,
995,ara,9,35,PTG,5,4,NED,3,COM,Pitanga,Eugenia uniflora,,,,,,,,,0.7,,
996,ara,9,36,IPR,5,4,NED,3,FIN,Ipe-roxo,Tabebuia heptaphylla,,2.83,3.7,3.77,,0.00063,0.00108,0.00111,2.5,2.7,3.1
997,ara,9,37,EBR,5,4,NED,3,COM,Embauba-branca,Cecropia hololeuca,4.14,7,7.23,,0.00135,0.00385,0.00411,,6.5,6.8,
998,ara,9,38,CED,5,4,NED,3,FIN,Cedro,Cedrela fissilis,,5.14,4.71,5.73,,0.00208,0.00174,0.00258,3.3,3.6,5
999,ara,9,39,COR,5,4,NED,3,COM,Corindiba,Trema micrantha,,11.36,12.76,,,0.01013,0.01279,,7.4,5.8,
1000,ara,9,40,PBR,5,4,NED,3,FIN,Pau-Brasil,Caesalpinia echinata,,3.87,4.09,4.69,,0.00118,0.00132,0.00173,3,4.5,4.6
1001,ara,9,41,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.32,12.41,13.69,13.81,0.00421,0.0121,0.01472,0.01498,14.5,17.5,19.8
1002,ara,9,42,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,5.73,13.85,16.14,16.68,0.00258,0.01507,0.02046,0.02185,15.4,19.5,20.9
1003,ara,9,43,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,13.5,15.6,16.11,0.00458,0.01431,0.01911,0.02038,15.3,20.3,22.1
1004,ara,9,44,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,6.37,14.01,15.92,15.79,0.00319,0.01542,0.01991,0.01958,15.5,20.2,21.1
1005,ara,9,45,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,5.09,14.8,17.51,15.44,0.00203,0.0172,0.02408,0.01872,15.5,20.5,21.6
1006,ara,9,46,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,5.41,13.69,14.8,14.96,0.0023,0.01472,0.0172,0.01758,15.5,18,20.5
1007,ara,9,47,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.12,16.23,17.89,18.33,0.00518,0.02069,0.02514,0.02639,16.8,20.5,22
1008,ara,9,48,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,6.21,8.21,8.24,8.02,0.00303,0.00529,0.00533,0.00505,11.1,12,12.5
1009,ara,9,49,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,6.05,16.39,17.98,18.11,0.00287,0.0211,0.02539,0.02576,17.3,21,22.5
1010,ara,9,50,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.32,16.23,18.18,18.65,0.00421,0.02069,0.02596,0.02732,17.1,21,22.6
1011,ara,9,51,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,9.87,16.23,18.11,18.3,0.00765,0.02069,0.02576,0.0263,17,20.5,22.8
1012,ara,9,52,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.28,13.21,14.07,14.39,0.00538,0.01371,0.01555,0.01626,15,18.5,20.9
1013,ara,9,53,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,9.87,14.16,16.71,17.06,0.00765,0.01575,0.02193,0.02286,16.2,20,22.5
1014,ara,9,54,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,9.23,16.87,18.78,19.23,0.00669,0.02235,0.0277,0.02904,17,21,21.9
1015,ara,9,55,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,13.37,15.12,15.34,0.00498,0.01404,0.01796,0.01848,15.5,19.3,20.5
1016,ara,9,56,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.28,16.81,18.78,19.42,0.00538,0.02219,0.0277,0.02962,17.5,21.3,21.9
1017,ara,9,57,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.91,16.3,18.46,19.19,0.00624,0.02087,0.02676,0.02892,17,20.8,21.5
1018,ara,9,58,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.59,10.41,10.82,10.73,0.0058,0.00851,0.00919,0.00904,13.5,16,17.4
1019,ara,9,59,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7,13.37,14.77,14.99,0.00385,0.01404,0.01713,0.01765,15.2,19.3,20.2
1020,ara,9,60,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7,14.8,16.87,16.74,0.00385,0.0172,0.02235,0.02201,16,20,20.6
1021,ara,9,61,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,13.21,14.96,15.34,0.00458,0.01371,0.01758,0.01848,15.2,18.8,20
1022,ara,9,62,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,6.05,15.34,17.51,17.92,0.00287,0.01848,0.02408,0.02522,16.3,19.4,20.7
1023,ara,9,63,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.28,17.32,19.29,19.89,0.00538,0.02356,0.02922,0.03107,17.5,20.5,21.3
1024,ara,9,64,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.64,13.43,14.55,14.58,0.00458,0.01417,0.01663,0.0167,14.8,17.5,18
1025,ara,9,65,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,6.68,11.78,13.21,13.11,0.0035,0.0109,0.01371,0.0135,14.2,16.5,17.2
1026,ara,9,66,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,6.37,11.78,12.86,12.29,0.00319,0.0109,0.01299,0.01186,14,16.5,17.5
1027,ara,9,67,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.32,13.05,14.74,14.36,0.00421,0.01338,0.01706,0.0162,14.8,17.4,18.5
1028,ara,9,68,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7,14.01,16.07,16.36,0.00385,0.01542,0.02028,0.02102,15.5,18.5,19.6
1029,ara,9,69,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.48,15.76,19.07,19.67,0.00439,0.01951,0.02856,0.03039,17.2,21.3,23.7
1030,ara,9,70,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.28,17.06,19.26,19.67,0.00538,0.02286,0.02913,0.03039,17.8,21.3,20.6
1031,ara,9,71,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,8.28,17.98,21.07,21.52,0.00538,0.02539,0.03487,0.03637,18.8,22.5,23.5
1032,ara,9,72,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,10.19,13.05,14.07,14.74,0.00816,0.01338,0.01555,0.01706,15.3,18,18.2
1033,ara,9,73,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,9.87,15.92,17.67,18.02,0.00765,0.01991,0.02452,0.0255,16.8,19.5,21.4
1034,ara,9,74,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,9.87,15.12,16.58,16.97,0.00765,0.01796,0.02159,0.02262,16.2,18.7,19.6
1035,ara,9,75,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,10.19,13.88,15.12,15.41,0.00816,0.01513,0.01796,0.01865,15.2,17.7,18.4
1036,ara,9,76,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,10.82,9.23,9.71,9.39,0.00919,0.00669,0.00741,0.00693,13,13.7,14.6
1037,ara,9,77,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,10.82,12.92,14.32,14.39,0.00919,0.01311,0.01611,0.01626,14.8,17.5,18.4
1038,ara,9,78,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7,16.07,18.75,19.42,0.00385,0.02028,0.02761,0.02962,16.5,20,20.6
1039,ara,9,79,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,12.41,13.11,13.27,0.00498,0.0121,0.0135,0.01383,15,17.3,17.8
1040,ara,9,80,EUC,5,4,NED,3,INI,Eucalipto,Eucalyptus,7.96,14.77,16.55,16.65,0.00498,0.01713,0.02151,0.02177,15.8,18.5,19.4
1041,ara,9,81,ACT,5,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,4.77,9.26,9.9,11.09,0.00179,0.00674,0.0077,0.00967,6.1,6.6,7.4
1042,ara,9,82,MDN,5,4,NED,3,MED,Madeira-nova,Pterogyne nitens,1.59,4.78,5.19,5.47,0.0002,0.00179,0.00212,0.00235,4.7,6.7,7.5
1043,ara,9,83,SAP,5,4,NED,3,MED,Sapucaia,Lecythis pisonis,,0.95,1.7,1.9,,0.00007,0.00023,0.00028,1.7,1.7,17
1044,ara,9,84,AGV,5,4,NED,3,MED,Angico-vermelho,Newtonia spp.,1.27,3.18,4.14,4.68,0.00013,0.00079,0.00135,0.00172,2.2,2.3,2.5
1045,ara,9,85,PAS,5,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0.4,,
1046,ara,9,86,ACG,5,4,NED,3,MED,Angico-cangalha,Mimosa artemisiana,9.65,14.94,12.54,8.94,0.00731,0.01754,0.01235,0.00628,10.5,12,8.5
1047,ara,9,87,JEB,5,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.3,,
1048,ara,9,88,JUE,5,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,3.34,4.23,4.58,,0.00088,0.00141,0.00165,2.7,3,3
1049,ara,9,89,JER,5,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,,1.43,2.43,1.88,,0.00016,0.00046,0.00028,2.3,2.5,2.6
1050,ara,9,90,ACJ,5,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,5.09,7.09,6.59,7,0.00203,0.00395,0.00341,0.00385,7.1,3.7,7
1051,ara,9,91,ACT,5,4,NED,3,MED,Angico-curtidor,Anadenanthera peregrina ,2.86,,,,0.00064,,,,0,,
1052,ara,9,92,MDN,5,4,NED,3,MED,Madeira-nova,Pterogyne nitens,1.91,5.44,6.08,6.94,0.00029,0.00232,0.0029,0.00378,5.5,7,8.6
1053,ara,9,93,SAP,5,4,NED,3,MED,Sapucaia,Lecythis pisonis,1.27,0.8,0.7,0.34,0.00013,0.00005,0.00004,0.00001,1.5,1.6,1.5
1054,ara,9,94,AGV,5,4,NED,3,MED,Angico-vermelho,Newtonia spp.,2.23,6.05,7.54,7.99,0.00039,0.00287,0.00447,0.00501,4.7,5,6
1055,ara,9,95,PAS,5,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0.9,,
1056,ara,9,96,ACG,5,4,NED,3,MED,Angico-cangalha,Mimosa artemisiana,10.38,13.14,12.34,12.39,0.00846,0.01355,0.01196,0.01206,9.5,8.9,10.5
1057,ara,9,97,JEB,5,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0,,
1058,ara,9,98,JUE,5,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1059,ara,9,99,JER,5,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,1.91,,,,0.00029,,,,1,,
1060,ara,9,100,ACJ,5,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,5.09,6.37,6.78,7.32,0.00203,0.00319,0.00361,0.00421,6.6,6.7,7.2
1061,ara,9,101,ACJ,5,4,NED,3,MED,Angico-canjiquinha,Peltophorum dubium ,4.14,6.48,6.55,6.65,0.00135,0.00329,0.00337,0.00347,6,6.5,8.2
1062,ara,9,102,JER,5,4,NED,3,MED,Jequitiba-rosa,Cariniana legalis,1.59,,,,0.0002,,,,1.2,,
1063,ara,9,103,JUE,5,4,NED,3,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
1064,ara,9,104,JEB,5,4,NED,3,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0,,
1065,ara,9,105,ACG,5,4,NED,3,MED,Angico-cangalha,Mimosa artemisiana,11.19,15.69,12.78,13.87,0.00983,0.01934,0.01283,0.01512,8.5,7.7,9
1066,ara,9,106,PAS,5,4,NED,3,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0.6,,
1067,ara,9,107,AGV,5,4,NED,3,MED,Angico-vermelho,Newtonia spp.,,8.24,9.55,10.63,,0.00533,0.00716,0.00887,5.5,6,8.3
