plot,treeposition,spp,inventary_date,inventary_month,status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,HCOPA,NS,LO,OBS
11,29,Cariniana estrelensis,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,6,1,4,5,
11,30,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,4.2,3.5,6.5,4.5,
11,31,Joannesia princeps,jun/18,83 meses,A,56.5,,,,,56.5,17.98,,,,,13,11,9,5.5,
11,32,Sparattosperma leucanthum,jun/18,83 meses,A,56,,,,,56,17.83,,,,,11,8,9,8,
11,33,Senna macranthera,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,34,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,3.5,1.5,2,2,
11,35,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,36,Spondias venulosa,jun/18,83 meses,A,52,,,,,52,16.55,,,,,10.5,9,8,8,
11,37,Inga edulis,jun/18,83 meses,A,22.5,16,,,,38.5,7.16,5.09,,,,8.5,7,7,5,
11,38,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,39,Tapirira guianensis,jun/18,83 meses,A,34,,,,,34,10.82,,,,,11,7,9,8,
11,40,Annona neosericea,jun/18,83 meses,A,23,,,,,23,7.32,,,,,9,3,4,5,
11,41,Byrsonima sericea,jun/18,83 meses,A,24,,,,,24,7.64,,,,,7.5,5,4,4,
11,42,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3,1.5,4,5.5,
11,43,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.5,0.5,2,2,
11,44,Handroanthus impetiginosus,jun/18,83 meses,A,27,,,,,27,8.59,,,,,7,6.5,5.5,6.5,
11,45,Cecropia hololeuca,jun/18,83 meses,B,,,,,,,,,,,,2.2,2,0.5,0.5,
11,46,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,1.5,1.2,1.5,0.5,
11,47,Cordia superba,jun/18,83 meses,A,21,,,,,21,6.68,,,,,3.5,2.5,5,3,
11,48,Dalbergia nigra,jun/18,83 meses,A,18,,,,,18,5.73,,,,,6.5,5,4,6,
11,49,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,50,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,2.8,2,2,2,
11,51,Joannesia princeps,jun/18,83 meses,A,87.5,,,,,87.5,27.85,,,,,12.5,10,11,9,
11,52,Sparattosperma leucanthum,jun/18,83 meses,A,36,20,,,,56,11.46,6.37,,,,10.5,5,8,8,C
11,53,Senna macranthera,jun/18,83 meses,A,42.5,39.5,52.5,,,134.5,13.53,12.57,16.71,,,11,9.5,11,10,
11,54,Inga laurina,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,5,2,3,3,
11,55,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,56,Spondias venulosa,jun/18,83 meses,A,41,,,,,41,13.05,,,,,8.5,6,5,5,
11,57,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,58,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,2.5,2.2,0.5,0.5,
11,59,Tapirira guianensis,jun/18,83 meses,A,48.5,,,,,48.5,15.44,,,,,12,9,8,7,
11,60,Annona neosericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,61,Centrolobium microchaete,jun/18,83 meses,A,36.5,,,,,36.5,11.62,,,,,11.5,10,2,2,
11,62,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,3,1,4.5,4,
11,63,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,64,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,65,Enterolobium contortisiliquum,jun/18,83 meses,A,79,55.5,,,,134.5,25.15,17.67,,,,12.5,11.8,10,8,
11,66,Peltophorum dubium,jun/18,83 meses,A,19,,,,,19,6.05,,,,,7.5,7.3,4.5,3,
11,67,Pterocarpus rohrii,jun/18,83 meses,A,18,,,,,18,5.73,,,,,7.5,7,6,8,
11,68,Parkia pendula,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,9,4,6.5,4,
11,69,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,3.2,2.8,3,3,
11,70,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,4.5,4,4,3,
11,71,Joannesia princeps,jun/18,83 meses,A,71,,,,,71,22.6,,,,,14,12,10,10,
11,72,Sparattosperma leucanthum,jun/18,83 meses,A,40.5,,,,,4.5,12.89,,,,,9,7,7.5,8,
11,73,Senna macranthera,jun/18,83 meses,A,52,,,,,52,16.55,,,,,13,11,6.5,12,
11,74,Inga laurina,jun/18,83 meses,A,19,,,,,19,6.05,,,,,4,2,4,4,
11,75,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,76,Spondias venulosa,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,8.5,6,3.5,3.5,
11,77,Inga edulis,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,8,7,2.5,3,
11,78,Citharexylum myrianthum,jun/18,83 meses,B,23.5,,,,,23.5,7.48,,,,,7,6.5,2,3.5,
11,79,Tapirira guianensis,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,10,5,10,9,
11,80,Annona neosericea,jun/18,83 meses,A,18,,,,,18,5.73,,,,,6,2,4,5,
11,81,Dalbergia nigra,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,7.5,7,5,5,
11,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,4,1.8,3,3,
11,84,Cordia superba,jun/18,83 meses,A,28,,,,,28,8.91,,,,,7,5,4,5,
11,85,Paratecoma peroba,jun/18,83 meses,A,25,,,,,25,7.96,,,,,8,6,6,7,
11,86,Cecropia hololeuca,jun/18,83 meses,A,47,,,,,47,14.96,,,,,13,11.5,7,8,
11,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,6,2,2.5,3,
11,88,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,0.5,0.2,0.1,0.1,
11,89,Dalbergia nigra,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,8.5,6.5,3.5,6.5,
11,90,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,3.5,2.5,2,2,
11,91,Joannesia princeps,jun/18,83 meses,A,74,,,,,74,23.55,,,,,13,11,9,9,
11,92,Sparattosperma leucanthum,jun/18,83 meses,A,35.5,,,,,35.5,11.3,,,,,9,4,7,7,
11,93,Senna macranthera,jun/18,83 meses,A,59.5,33.5,,,,93,18.94,10.66,,,,11.5,5,8,9.5,
11,94,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,2.8,0.5,3,3,
11,95,Aegiphila sellowiana,jun/18,83 meses,B,,,,,,,,,,,,1.6,1.4,0.3,0.3,
11,96,Spondias venulosa,jun/18,83 meses,A,53,,,,,53,16.87,,,,,11.5,9,7.5,7,
11,97,Inga edulis,jun/18,83 meses,A,41.5,,,,,41.5,13.21,,,,,11,9,7,9,
11,98,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,3.2,2.8,1.5,1.5,
11,99,Tapirira guianensis,jun/18,83 meses,A,41,46,,,,87,13.05,14.64,,,,12,7,10,10,
11,100,Annona neosericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,101,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,102,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,4,2,5,5,
11,103,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,104,Cariniana legalis,jun/18,83 meses,A,,,,,,,,,,,,3.5,1.5,3.5,3.5,
11,105,Enterolobium contortisiliquum,jun/18,83 meses,A,31,30.5,,,,61.5,9.87,9.71,,,,5.5,5.3,4,5,
11,106,Peltophorum dubium,jun/18,83 meses,A,17,,,,,17,5.41,,,,,8,7.3,3,3,
11,107,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,5.5,1.5,5,4,
11,108,Parkia pendula,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,8.5,7,3,2.5,
11,109,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,4,2.5,2.5,2.5,
11,110,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,2.5,2,4,2.5,
11,111,Joannesia princeps,jun/18,83 meses,A,61.5,,,,,61.5,19.58,,,,,14,12,9,7,
11,112,Sparattosperma leucanthum,jun/18,83 meses,A,27,19.5,,,,46.5,8.59,6.21,,,,7,2,7,8,
11,113,Senna macranthera,jun/18,83 meses,A,36.5,35.5,19,,,91,11.62,11.3,6.05,,,11.5,9,7.5,5,
11,114,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,3.8,1.5,3,3,
11,115,Aegiphila sellowiana,jun/18,83 meses,A,,,,,,,,,,,,3.2,3,1,1,
11,116,Spondias venulosa,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,5.5,4.5,4,2.5,
11,117,Inga edulis,jun/18,83 meses,A,,,,,,,,,,,,1.8,0.5,0.5,0.5,
11,118,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,119,Tapirira guianensis,jun/18,83 meses,A,43,,,,,43,13.69,,,,,11,9,10,9,
11,120,Annona neosericea,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,8,6,5,3.5,
11,121,Byrsonima sericea,jun/18,83 meses,A,27,,,,,27,8.59,,,,,8,6.5,7,7.5,
11,122,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,2,0.3,1,1,
11,123,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,3,1,3,3,
11,124,Handroanthus impetiginosus,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4,2.2,2,2,
11,125,Cecropia hololeuca,jun/18,83 meses,A,47.5,,,,,47.5,15.12,,,,,13,11,10,7,
11,126,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,127,Cordia superba,jun/18,83 meses,A,51,,,,,51,16.23,,,,,8.5,3,4.5,6,
11,128,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,2.8,2,3.5,3,
11,129,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
11,130,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,5,3,4,4.5,
12,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,4,Cordia superba,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
12,5,Paratecoma peroba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,6,Cecropia hololeuca,jun/18,83 meses,A,43,,,,,43,13.69,,,,,,,,,
12,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,8,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
12,9,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,10,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,11,Caesalpinia echinata,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,,,,,
12,12,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,13,Dalbergia nigra,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
12,14,Cordia superba,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,,,,,
12,15,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
12,16,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,17,Handroanthus impetiginosus,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,,,,,
12,18,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,19,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,20,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,21,Eucalyptus spp.,jun/18,83 meses,A,46.5,,,,,46.5,14.8,,,,,,,,,
12,22,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,,,,,
12,23,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,24,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,25,Eucalyptus spp.,jun/18,83 meses,A,77,,,,,77,24.51,,,,,,,,,
12,26,Eucalyptus spp.,jun/18,83 meses,A,92,,,,,92,29.28,,,,,,,,,
12,27,Eucalyptus spp.,jun/18,83 meses,A,89,,,,,89,28.33,,,,,,,,,
12,28,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,,,,,
12,29,Eucalyptus spp.,jun/18,83 meses,A,87.5,,,,,87.5,27.85,,,,,,,,,
12,30,Eucalyptus spp.,jun/18,83 meses,A,88,,,,,88,28.01,,,,,,,,,
12,31,Eucalyptus spp.,jun/18,83 meses,A,61.5,,,,,61.5,19.58,,,,,,,,,
12,32,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,,,,,
12,33,Eucalyptus spp.,jun/18,83 meses,A,61.5,,,,,61.5,19.58,,,,,,,,,
12,34,Eucalyptus spp.,jun/18,83 meses,A,70,,,,,7,22.28,,,,,,,,,
12,35,Eucalyptus spp.,jun/18,83 meses,A,77,,,,,77,24.51,,,,,,,,,
12,36,Eucalyptus spp.,jun/18,83 meses,A,48.5,,,,,48.5,15.44,,,,,,,,,
12,37,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,,,,,
12,38,Eucalyptus spp.,jun/18,83 meses,A,60.5,,,,,6.5,19.26,,,,,,,,,
12,39,Eucalyptus spp.,jun/18,83 meses,A,64,,,,,64,20.37,,,,,,,,,
12,40,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,,,,,
12,41,Centrolobium microchaete,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,,,,,
12,42,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,43,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,44,Cariniana legalis,jun/18,83 meses,B,,,,,,,,,,,,,,,,
12,45,Enterolobium contortisiliquum,jun/18,83 meses,B,,,,,,,,,,,,,,,,C
12,46,Peltophorum dubium,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
12,47,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,48,Parkia pendula,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
12,49,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,50,Anadenanthera peregrina,jun/18,83 meses,A,23,,,,,23,7.32,,,,,,,,,
12,51,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,53,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,54,Pterocarpus rohrii,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
12,55,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,56,Enterolobium contortisiliquum,jun/18,83 meses,A,36,,,,,36,11.46,,,,,,,,,
12,57,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,58,Mimosa artemisiana,jun/18,83 meses,A,35,26.5,19,,,8.5,11.14,8.44,6.05,,,,,,,C
12,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,60,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,61,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,62,Eucalyptus spp.,jun/18,83 meses,A,81,,,,,81,25.78,,,,,,,,,
12,63,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,64,Eucalyptus spp.,jun/18,83 meses,A,70.5,,,,,7.5,22.44,,,,,,,,,
12,65,Eucalyptus spp.,jun/18,83 meses,B,49,,,,,49,15.6,,,,,,,,,
12,66,Eucalyptus spp.,jun/18,83 meses,A,91,,,,,91,28.97,,,,,,,,,
12,67,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,68,Eucalyptus spp.,jun/18,83 meses,A,87.5,,,,,87.5,27.85,,,,,,,,,
12,69,Eucalyptus spp.,jun/18,83 meses,A,86,,,,,86,27.37,,,,,,,,,
12,70,Eucalyptus spp.,jun/18,83 meses,A,68,,,,,68,21.65,,,,,,,,,
12,71,Eucalyptus spp.,jun/18,83 meses,A,66.5,,,,,66.5,21.17,,,,,,,,,
12,72,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,,,,,
12,73,Eucalyptus spp.,jun/18,83 meses,A,66,,,,,66,21.01,,,,,,,,,
12,74,Eucalyptus spp.,jun/18,83 meses,A,76.5,,,,,76.5,24.35,,,,,,,,,
12,75,Eucalyptus spp.,jun/18,83 meses,A,72.5,,,,,72.5,23.08,,,,,,,,,
12,76,Eucalyptus spp.,jun/18,83 meses,A,50,,,,,5,15.92,,,,,,,,,
12,77,Eucalyptus spp.,jun/18,83 meses,A,59.5,,,,,59.5,18.94,,,,,,,,,
12,78,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,,,,,
12,79,Eucalyptus spp.,jun/18,83 meses,A,52,,,,,52,16.55,,,,,,,,,
12,80,Eucalyptus spp.,jun/18,83 meses,A,87.5,83,,,,17.5,27.85,26.42,,,,,,,,
12,81,Dalbergia nigra,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,,,,
12,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,84,Cordia superba,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,,,,,
12,85,Paratecoma peroba,jun/18,83 meses,A,18,,,,,18,5.73,,,,,,,,,
12,86,Cecropia hololeuca,jun/18,83 meses,A,36.5,,,,,36.5,11.62,,,,,,,,,
12,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,89,Dalbergia nigra,jun/18,83 meses,A,27,,,,,27,8.59,,,,,,,,,
12,90,Byrsonima sericea,jun/18,83 meses,A,40,,,,,4,12.73,,,,,,,,,
12,91,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,92,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,93,Dalbergia nigra,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,,,,,
12,94,Cordia superba,jun/18,83 meses,A,24,,,,,24,7.64,,,,,,,,,
12,95,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
12,96,Cecropia hololeuca,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,,,,,
12,97,Handroanthus impetiginosus,jun/18,83 meses,A,22,,,,,22,7,,,,,,,,,
12,98,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,99,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,100,Byrsonima sericea,jun/18,83 meses,A,25,,,,,25,7.96,,,,,,,,,
12,101,Eucalyptus spp.,jun/18,83 meses,A,76,,,,,76,24.19,,,,,,,,,
12,102,Eucalyptus spp.,jun/18,83 meses,A,86,,,,,86,27.37,,,,,,,,,
12,103,Eucalyptus spp.,jun/18,83 meses,A,60,,,,,6,19.1,,,,,,,,,
12,104,Eucalyptus spp.,jun/18,83 meses,A,61.5,,,,,61.5,19.58,,,,,,,,,
12,105,Eucalyptus spp.,jun/18,83 meses,A,69,,,,,69,21.96,,,,,,,,,
12,106,Eucalyptus spp.,jun/18,83 meses,A,86,,,,,86,27.37,,,,,,,,,
12,107,Eucalyptus spp.,jun/18,83 meses,A,43.5,,,,,43.5,13.85,,,,,,,,,
12,108,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,109,Eucalyptus spp.,jun/18,83 meses,A,76.5,,,,,76.5,24.35,,,,,,,,,
12,110,Eucalyptus spp.,jun/18,83 meses,A,89.5,,,,,89.5,28.49,,,,,,,,,
12,111,Eucalyptus spp.,jun/18,83 meses,A,71.5,,,,,71.5,22.76,,,,,,,,,
12,112,Eucalyptus spp.,jun/18,83 meses,A,68.5,,,,,68.5,21.8,,,,,,,,,
12,113,Eucalyptus spp.,jun/18,83 meses,A,71.5,,,,,71.5,22.76,,,,,,,,,
12,114,Eucalyptus spp.,jun/18,83 meses,A,78,,,,,78,24.83,,,,,,,,,
12,115,Eucalyptus spp.,jun/18,83 meses,A,82.5,,,,,82.5,26.26,,,,,,,,,
12,116,Eucalyptus spp.,jun/18,83 meses,A,64,,,,,64,20.37,,,,,,,,,
12,117,Eucalyptus spp.,jun/18,83 meses,A,58.5,,,,,58.5,18.62,,,,,,,,,
12,118,Eucalyptus spp.,jun/18,83 meses,A,60.5,,,,,6.5,19.26,,,,,,,,,
12,119,Eucalyptus spp.,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,,,,,
12,120,Eucalyptus spp.,jun/18,83 meses,A,60,,,,,6,19.1,,,,,,,,,
12,121,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,122,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,123,Mimosa artemisiana,jun/18,83 meses,A,31,,,,,31,9.87,,,,,,,,,
12,124,Cariniana legalis,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
12,125,Enterolobium contortisiliquum,jun/18,83 meses,A,63,31,44.5,,,138.5,20.05,9.87,14.16,,,,,,,
12,126,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,127,Pterocarpus rohrii,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,,,,,
12,128,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
12,129,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
12,130,Anadenanthera peregrina,jun/18,83 meses,M,,,,,,,,,,,,,,,,
13,1,Dalbergia nigra,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,,,,,
13,2,Himatanthus articulatus,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,,,,,
13,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
