plot,treeposition,nome cientifico,Inventário (data),Inventário (meses),status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,OBS
3,59,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,60,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,61,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,62,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,63,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,64,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,65,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,66,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,67,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,68,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,69,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,70,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,71,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,72,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,73,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,74,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,75,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,76,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,77,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,78,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,79,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,80,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,81,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,82,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,83,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,84,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,85,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,86,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,87,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,88,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,89,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,90,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,91,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,92,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,93,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,94,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,95,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,96,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,97,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,98,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,99,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,100,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,101,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,102,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,103,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,104,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,105,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,106,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,107,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,108,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,109,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,110,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,111,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,112,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,113,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,114,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,115,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,116,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,117,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,118,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,119,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
3,120,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
4,1,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,2.5,C
4,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
4,3,Cedrela fissilis,jun/18,83 meses,A,20,,,,,2,6.37,,,,,3.5,
4,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
4,5,Tabebuia heptaphylla,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,6,Eugenia uniflora,jun/18,83 meses,A,,,,,,,,,,,,2,
4,7,Paratecoma peroba,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,8,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
4,9,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
4,11,Zeyheria tuberculosa,jun/18,83 meses,A,28,,,,,28,8.91,,,,,7,
4,12,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,3,
4,13,Plathymenia foliolosa,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,14,Spondias spp.,jun/18,83 meses,A,34,,,,,34,10.82,,,,,6.5,
4,15,Melanoxylon brauna,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,16,Byrsonima spp.,jun/18,83 meses,B,,,,,,,,,,,,0.4,R
4,17,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2,
4,18,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,19,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
4,20,Senna multijuga,jun/18,83 meses,A,19,18.5,16,,,53.5,6.05,5.89,5.09,,,6,
4,21,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,22,Eucalyptus spp.,jun/18,83 meses,A,73,,,,,73,23.24,,,,,21,
4,23,Eucalyptus spp.,jun/18,83 meses,A,67,,,,,67,21.33,,,,,20.5,
4,24,Eucalyptus spp.,jun/18,83 meses,A,65,,,,,65,20.69,,,,,20.5,
4,25,Eucalyptus spp.,jun/18,83 meses,A,69,,,,,69,21.96,,,,,20.5,
4,26,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,18,
4,27,Eucalyptus spp.,jun/18,83 meses,A,76.5,,,,,76.5,24.35,,,,,21,
4,28,Eucalyptus spp.,jun/18,83 meses,A,81.5,,,,,81.5,25.94,,,,,21,
4,29,Eucalyptus spp.,jun/18,83 meses,A,68,,,,,68,21.65,,,,,20,
4,30,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,31,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,32,Eucalyptus spp.,jun/18,83 meses,A,49,,,,,49,15.60,,,,,19,
4,33,Eucalyptus spp.,jun/18,83 meses,A,75,,,,,75,23.87,,,,,20,
4,34,Eucalyptus spp.,jun/18,83 meses,B,30,,,,,3,9.55,,,,,12,
4,35,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,20,
4,36,Eucalyptus spp.,jun/18,83 meses,A,67,,,,,67,21.33,,,,,20,
4,37,Eucalyptus spp.,jun/18,83 meses,A,78,,,,,78,24.83,,,,,20,
4,38,Eucalyptus spp.,jun/18,83 meses,A,60.5,,,,,6.5,19.26,,,,,17,
4,39,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,40,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,19,
4,41,Anadenanthera peregrina ,jun/18,83 meses,A,62,,,,,62,19.74,,,,,6.5,
4,42,Pterogyne nitens,jun/18,83 meses,A,29,,,,,29,9.23,,,,,5.5,
4,43,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,4,
4,44,Newtonia spp.,jun/18,83 meses,A,29.5,26,20,,,75.5,9.39,8.28,6.37,,,5.5,C
4,45,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
4,46,Mimosa artemisiana,jun/18,83 meses,A,26,24,21.5,21,18,89.5,8.28,7.64,6.84,6.68,5.73,6,C
4,47,Cariniana estrelensis,jun/18,83 meses,B,,,,,,,,,,,,1.1,
4,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
4,49,Cariniana legalis,jun/18,83 meses,A,15,,,,,15,4.77,,,,,3.5,
4,50,Peltophorum dubium ,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,4.5,
4,51,Anadenanthera peregrina ,jun/18,83 meses,A,48.5,36,,,,84.5,15.44,11.46,,,,6,
4,52,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,53,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.5,
4,54,Newtonia spp.,jun/18,83 meses,A,31.5,15.5,,,,47,10.03,4.93,,,,5.5,
4,55,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,2.5,
4,56,Mimosa artemisiana,jun/18,83 meses,A,28.5,39.5,34.5,37,,12.5,9.07,12.57,10.98,11.78,,8,C
4,57,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
4,58,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
4,59,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
4,60,Peltophorum dubium ,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,6,
4,61,Eucalyptus spp.,jun/18,83 meses,A,81.5,,,,,81.5,25.94,,,,,22,
4,62,Eucalyptus spp.,jun/18,83 meses,A,60,,,,,6,19.10,,,,,20,
4,63,Eucalyptus spp.,jun/18,83 meses,A,51,,,,,51,16.23,,,,,21,
4,64,Eucalyptus spp.,jun/18,83 meses,A,66,,,,,66,21.01,,,,,21,
4,65,Eucalyptus spp.,jun/18,83 meses,A,45,,,,,45,14.32,,,,,18,
4,66,Eucalyptus spp.,jun/18,83 meses,A,89.5,,,,,89.5,28.49,,,,,21,
4,67,Eucalyptus spp.,jun/18,83 meses,A,94,,,,,94,29.92,,,,,20,
4,68,Eucalyptus spp.,jun/18,83 meses,A,83,,,,,83,26.42,,,,,19.5,
4,69,Eucalyptus spp.,jun/18,83 meses,A,76.5,,,,,76.5,24.35,,,,,20.5,
4,70,Eucalyptus spp.,jun/18,83 meses,A,64,,,,,64,20.37,,,,,19,
4,71,Eucalyptus spp.,jun/18,83 meses,A,52,,,,,52,16.55,,,,,20,
4,72,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,19,
4,73,Eucalyptus spp.,jun/18,83 meses,A,65,,,,,65,20.69,,,,,19,
4,74,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,19,
4,75,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,19,
4,76,Eucalyptus spp.,jun/18,83 meses,A,47,,,,,47,14.96,,,,,19,
4,77,Eucalyptus spp.,jun/18,83 meses,A,61,,,,,61,19.42,,,,,20,
4,78,Eucalyptus spp.,jun/18,83 meses,A,66.5,,,,,66.5,21.17,,,,,19.5,
4,79,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,80,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,19,
4,81,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,2,
4,82,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
4,83,Cedrela fissilis,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,3.5,C
4,84,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
4,85,Tabebuia heptaphylla,jun/18,83 meses,A,,,,,,,,,,,,3.5,
4,86,Eugenia uniflora,jun/18,83 meses,A,,,,,,,,,,,,1.8,
4,87,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
4,88,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
4,89,Hymenaea courbaril,jun/18,83 meses,B,,,,,,,,,,,,1.8,
4,90,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
4,91,Zeyheria tuberculosa,jun/18,83 meses,A,24,,,,,24,7.64,,,,,4.5,
4,92,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,4,
4,93,Plathymenia foliolosa,jun/18,83 meses,A,53,,,,,53,16.87,,,,,5.5,
4,94,Spondias spp.,jun/18,83 meses,A,30,29,,,,59,9.55,9.23,,,,5.5,
4,95,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
4,96,Byrsonima spp.,jun/18,83 meses,B,,,,,,,,,,,,1.8,
4,97,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,3,
4,98,Psidium sp.,jun/18,83 meses,A,,,,,,,,,,,,2.5,
4,99,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
4,100,Senna multijuga,jun/18,83 meses,A,,,,,,,,,,,,2,
4,101,Eucalyptus spp.,jun/18,83 meses,A,83.5,,,,,83.5,26.58,,,,,20,
4,102,Eucalyptus spp.,jun/18,83 meses,A,81,,,,,81,25.78,,,,,21,
4,103,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,20,
4,104,Eucalyptus spp.,jun/18,83 meses,A,46.5,,,,,46.5,14.80,,,,,19,
4,105,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,20,
4,106,Eucalyptus spp.,jun/18,83 meses,A,60,,,,,6,19.10,,,,,21,
4,107,Eucalyptus spp.,jun/18,83 meses,A,74,,,,,74,23.55,,,,,20,
4,108,Eucalyptus spp.,jun/18,83 meses,A,61.5,,,,,61.5,19.58,,,,,19,
4,109,Eucalyptus spp.,jun/18,83 meses,A,46,,,,,46,14.64,,,,,18.5,
4,110,Eucalyptus spp.,jun/18,83 meses,A,58.5,,,,,58.5,18.62,,,,,21,
4,111,Eucalyptus spp.,jun/18,83 meses,A,51.5,,,,,51.5,16.39,,,,,20,
4,112,Eucalyptus spp.,jun/18,83 meses,A,71,,,,,71,22.60,,,,,20,
4,113,Eucalyptus spp.,jun/18,83 meses,A,66.5,,,,,66.5,21.17,,,,,19,
4,114,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
4,115,Eucalyptus spp.,jun/18,83 meses,A,68,,,,,68,21.65,,,,,18.5,
4,116,Eucalyptus spp.,jun/18,83 meses,A,71.5,,,,,71.5,22.76,,,,,18,
4,117,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,18.5,
4,118,Eucalyptus spp.,jun/18,83 meses,A,76,,,,,76,24.19,,,,,18.5,
4,119,Eucalyptus spp.,jun/18,83 meses,A,54.5,,,,,54.5,17.35,,,,,18.5,
4,120,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
5,1,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,2,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,3,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,4,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,5,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,6,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,7,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,8,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,9,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,10,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,11,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,12,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,13,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,14,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,15,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,16,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,17,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,18,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,19,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,20,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,21,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,22,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,23,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,24,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,25,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,26,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,27,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,28,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,29,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,30,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,31,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,32,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,33,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,34,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,35,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,36,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,37,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,38,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,39,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,40,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,41,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,42,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,43,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,44,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,45,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,46,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,47,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,48,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,49,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,50,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,51,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,52,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,53,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,54,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,55,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,56,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,57,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,58,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,59,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,60,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,61,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,62,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,63,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,64,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,65,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,66,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,67,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,68,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,69,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,70,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,71,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
5,72,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,73,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,74,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,75,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,76,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,77,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,78,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,79,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,80,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,81,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
5,82,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,83,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,84,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,85,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,86,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,87,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,88,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,89,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,90,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,91,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
5,92,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,93,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,94,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,95,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,96,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,97,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,98,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,99,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,100,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,101,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,102,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,103,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,104,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,105,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,106,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,107,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,108,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,109,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,110,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,111,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,112,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,113,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,114,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,115,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,116,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,117,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,118,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,119,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
5,120,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
6,1,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.5,C
6,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
6,3,Cedrela fissilis,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,3,R
6,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
6,5,Tabebuia heptaphylla,jun/18,83 meses,A,,,,,,,,,,,,2.5,
6,6,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,1.8,
6,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
6,8,Himatanthus articulatus,jun/18,83 meses,B,,,,,,,,,,,,1.2,
6,9,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,3,
6,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
6,11,Zeyheria tuberculosa,jun/18,83 meses,A,42,,,,,42,13.37,,,,,5,
6,12,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,3.2,C
6,13,Plathymenia foliolosa,jun/18,83 meses,A,37.5,15.5,47.5,,,1.5,11.94,4.93,15.12,,,4.5,
6,14,Spondias spp.,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,4.5,
6,15,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
6,16,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,2.5,
6,17,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2,
6,18,Psidium sp.,jun/18,83 meses,A,,,,,,,,,,,,1.7,
6,19,Dalbergia nigra,jun/18,83 meses,A,20.5,23.5,20.5,18,19,83.5,6.53,7.48,6.53,5.73,6.05,5,
6,20,Senna multijuga,jun/18,83 meses,M,,,,,,,,,,,,,
6,21,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
6,22,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
6,23,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
6,24,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
6,25,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
6,26,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
