Data_Coleta,plot,Modelo,Bloco,ID_Parc,Subparcela,N_reg,small,big,fieldname,sp,Author,species,Family,Disp,lifeform,origin
01/mai/15,11,1_NAT,2,22,4,1,1,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,11,1_NAT,2,23,5,4,2,2,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,11,1_NAT,2,22,4,1,1,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,11,1_NAT,2,23,5,2,2,0,capororoca,Myrsine coriacea,(Sw.) R.Br. ex Roem. & Schult.,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Primulaceae,Zoo,tree,Nativa
01/mai/15,11,1_NAT,2,22,4,2,2,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,11,1_NAT,2,23,5,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,11,1_NAT,2,23,5,1,1,0,Corana,Acnistus arborescens,(L.) Schltdl.,Acnistus arborescens (L.) Schltdl.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,11,1_NAT,2,19,1,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,11,1_NAT,2,22,4,5,5,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,11,1_NAT,2,24,6,1,0,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,14,2_NEColheita,2,27,3,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,28,4,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,26,2,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,14,2_NEColheita,2,27,3,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,14,2_NEColheita,2,28,4,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,14,2_NEColheita,2,25,1,1,0,1,maria-preta,Varronia polycephala,Lam.,Varronia polycephala Lam.,Boraginaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,25,1,3,2,1,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,26,2,6,6,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,27,3,1,1,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,28,4,3,3,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,28,4,2,2,0,capianga,Vismia guianensis,(Aubl.) Choisy,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,25,1,1,0,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,26,2,2,1,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,26,2,1,1,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,27,3,1,0,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,28,4,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,28,4,2,2,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,29,5,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,29,5,3,3,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,30,6,10,10,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,26,2,6,6,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,28,4,12,12,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,28,4,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,29,5,1,1,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,26,2,1,0,1,Coleta 34B,Polygonaceae sp.,,Polygonaceae sp. ,Polygonaceae,NA,tree,Não ID
01/mai/15,14,2_NEColheita,2,27,3,1,1,0,Coleta 34A,Palicourea blanchetiana,Schltdl.,Palicourea blanchetiana Schltdl.,Rubiaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,26,2,1,0,1,Falsa sapucaia,Banara brasiliensis,(Schott) Benth.,Banara brasiliensis (Schott) Benth.,Salicaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,28,4,1,1,0,Flor no caule serreado,Banara brasiliensis,(Schott) Benth.,Banara brasiliensis (Schott) Benth.,Salicaceae,Zoo,tree,Nativa
01/mai/15,14,2_NEColheita,2,25,1,3,1,2,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,27,3,2,2,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,28,4,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,14,2_NEColheita,2,25,1,2,1,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,14,2_NEColheita,2,27,3,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,14,2_NEColheita,2,28,4,11,11,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,14,2_NEColheita,2,30,6,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,15,3_NE_semcolheita,2,34,4,1,0,1,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,15,3_NE_semcolheita,2,34,4,1,0,1,Coleta 57,Asteraceae sp.1,,Asteraceae sp.1 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,15,3_NE_semcolheita,2,33,3,1,1,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,15,3_NE_semcolheita,2,34,4,1,0,1,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,15,3_NE_semcolheita,2,35,5,3,3,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,15,3_NE_semcolheita,2,31,1,7,5,2,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,32,2,8,3,5,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,32,2,1,1,0,mundururú-branco,Miconia sp.2,Ruiz & Pav.,Miconia sp.2 Ruiz & Pav.,Melastomataceae,Zoo,tree,Não ID
01/mai/15,15,3_NE_semcolheita,2,34,4,7,4,3,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,35,5,8,6,2,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,36,6,11,6,5,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,36,6,1,1,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,15,3_NE_semcolheita,2,31,1,10,8,2,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,34,4,10,8,2,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,34,4,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,33,3,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,33,3,2,0,2,Jurubeba,Solanum polytrichum,Moric.,Solanum polytrichum Moric.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,34,4,1,1,0,Asteraceae pelo,Solanaceae sp.1,,Solanaceae sp.1 ,Solanaceae,Zoo,Arbusto,Não ID
01/mai/15,15,3_NE_semcolheita,2,34,4,1,1,0,Coleta 56,Solanaceae sp.2,,Solanaceae sp.2 ,Solanaceae,Zoo,Arbusto,Não ID
01/mai/15,15,3_NE_semcolheita,2,35,5,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,35,5,1,1,0,Jurubeba diferente,Solanum stagnale,Moric.,Solanum stagnale Moric.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,36,6,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,15,3_NE_semcolheita,2,31,1,3,3,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,15,3_NE_semcolheita,2,32,2,3,2,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,15,3_NE_semcolheita,2,34,4,3,2,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,15,3_NE_semcolheita,2,35,5,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,15,3_NE_semcolheita,2,36,6,2,0,2,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,16,2_NEColheita,5,81,3,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,16,2_NEColheita,5,84,6,2,0,2,Coleta 22A,Asteraceae sp.1,,Asteraceae sp.1 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,16,2_NEColheita,5,80,2,3,0,3,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,16,2_NEColheita,5,83,5,1,0,1,Alchornea,Alchornea glandulosa,Poepp. & Endl.,Alchornea glandulosa Poepp. & Endl.,Euphorbiaceae,Zoo,tree,Nativa
01/mai/15,16,2_NEColheita,5,80,2,1,1,0,capianga,Vismia guianensis,(Aubl.) Choisy,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Zoo,tree,Nativa
01/mai/15,16,2_NEColheita,5,79,1,1,0,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,80,2,3,1,2,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,81,3,5,5,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,82,4,5,1,4,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,83,5,10,0,10,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,84,6,3,0,3,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,79,1,11,3,8,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,79,1,1,1,0,Piper simples,Piper mollicomum,Kunth,Piper mollicomum Kunth,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,80,2,3,2,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,81,3,5,5,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,82,4,5,4,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,83,5,2,2,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,84,6,3,3,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,79,1,2,2,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,79,1,1,1,0,Jurubeba,Solanum polytrichum,Moric.,Solanum polytrichum Moric.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,82,4,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,83,5,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,16,2_NEColheita,5,79,1,1,0,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,16,2_NEColheita,5,80,2,2,0,2,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,16,2_NEColheita,5,83,5,1,0,1,Embaúba-vermelha,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,16,2_NEColheita,5,84,6,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,86,2,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,88,4,2,2,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,89,5,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,88,4,4,4,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,89,5,7,3,4,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,90,6,2,1,1,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,86,2,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,88,4,5,5,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,89,5,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,90,6,7,7,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,87,3,1,1,0,Ficus ,Ficus obtusiuscula,(Miq.) Miq.,Ficus obtusiuscula (Miq.) Miq.,Moraceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,86,2,4,3,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,87,3,3,3,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,88,4,3,0,3,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,88,4,9,5,4,Piper simples liso,Piper sp.2,L.,Piper sp.2 L.,Piperaceae,Zoo,Arbusto,Não ID
01/mai/15,19,3_NE_semcolheita,5,89,5,7,6,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,90,6,2,2,0,Coleta 66,Polygonaceae sp.,,Polygonaceae sp. ,Polygonaceae,NA,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,90,6,1,1,0,Casearia,Casearia sylvestris,Sw.,Casearia sylvestris Sw.,Salicaceae,Zoo,tree,Nativa
01/mai/15,19,3_NE_semcolheita,5,90,6,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,19,3_NE_semcolheita,5,86,2,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,87,3,6,6,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,88,4,7,7,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,89,5,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,90,6,4,4,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,19,3_NE_semcolheita,5,89,5,1,1,0,Coleta 68,Lantana camara,L.,Lantana camara L.,Verbenaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,73,1,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,75,3,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,76,4,5,2,3,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,78,6,4,4,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,75,3,1,1,0,Coleta 81,Asteraceae sp.21,,Asteraceae sp.21 ,Asteraceae,Abiotic,tree,Não ID
01/mai/15,20,1_NAT,5,77,5,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,20,1_NAT,5,75,3,1,1,0,maria-preta,Varronia polycephala,Lam.,Varronia polycephala Lam.,Boraginaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,73,1,2,2,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,74,2,1,1,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,78,6,2,2,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,73,1,1,1,0,Alchornea,Alchornea glandulosa,Poepp. & Endl.,Alchornea glandulosa Poepp. & Endl.,Euphorbiaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,73,1,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,74,2,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,75,3,11,11,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,76,4,4,4,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,77,5,4,4,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,76,4,4,3,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,76,4,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,77,5,3,2,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,77,5,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,78,6,7,7,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,78,6,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,20,1_NAT,5,73,1,1,1,0,capororoca,Myrsine coriacea,(Sw.) R.Br. ex Roem. & Schult.,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Primulaceae,Zoo,tree,Nativa
01/mai/15,20,1_NAT,5,78,6,1,1,0,Coleta 79,Prunus sp.,L.,Prunus sp. L.,Rosaceae,Zoo,tree,Não ID
01/mai/15,20,1_NAT,5,76,4,1,0,1,Solanaceae pelo,Solanaceae sp.1,,Solanaceae sp.1 ,Solanaceae,Zoo,Arbusto,Não ID
01/mai/15,20,1_NAT,5,77,5,1,0,1,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
